,red_text,black_text,color,temp,service
3819,"Подобен:
",,red,,
3820,"[Дважды.]
",,red,,
3821,,"Премудрости слова:
Премудрости воду и жизни источая мирови, всех Спасе призываеши почерпсти спасения воды: Божественный бо закон Твой приим человек, в себе угашает, прелестное углие: отонудуже во веки не вжаждет, ни престанет насыщения Твоего Владыко Царю Пренебесный. Сего ради славим державу Твою Христе Боже, прегрешений оставление просяще послати богатно рабом твоим.
",black,,
3822,"Псалом 50. Канон праздника со ирмосы на 8, и минеи на 4. Кондак, и икос, и ексапостиларии праздника.
",,red,,
3823,,"Воскресение Христово:
",black,,
3824,"На хвалитех поставим стихи 4. И поем стихиры Осмогласника. Глас 4:
",,red,,
3825,"[Дважды.]
",,red,,
3826,,"Крестом Твоим Христе, от древния клятвы свободил еси нас, и смертию Твоею естество наше мучащаго диавола упразднил еси: востанием же Твоим радости вся исполнил еси. Темже вопием Ти: воскресый из мертвых Господи, слава Тебе.
",black,,
3827,"Мученичен:
",,red,,
3828,,"Омый мя слезами моими Спасе, яко оскверних во многих гресех. Темже и припадаю Ти Милостиве: согреших, помилуй мя Боже.
",black,,
3829,"Слава, и ныне: глас 4:
",,red,,
3830,,"Ангелом сопричастницы бысте святии мученицы, в подвизе Христа мужески проповедавше: вся бо яже в мире остависте красная, яко не сущая, веру же яко агкиру твердую удержасте. Темже и лесть отгнавше, источаете верным исцелений дарования, непрестанно молящеся спастися душам нашым.
",black,,
3831,"На стиховне стихиры подобны, глас 2.
",,red,,
3832,,"Господи, прежде честнаго Твоего Креста, празднику преполовившуся, во святилище вшел еси, иудеи со дерзновением учя, Моисеом и в законе Тобою законоположенным, ужасающеся же Христе, Твоея премудрости неизреченному таинству, еже на Тя роптанию в себе завистию поучахуся: како Сей весть писмена не учився? Не ведуще Тебе Спаса душ наших.
",black,,
3833,"Подобен:
",,red,,
3834,"Стих:
",,red,,
3835,,"Доме Евфрафов:
Конец сый и начало, преполовение же, посреде праздника предстал еси во святилищи Христе мой, источая ми оставление.
",black,,
3836,"Стих:
",,red,,
3837,,"Помяни сонм Твой, егоже стяжал еси исперва.
Слыша Сион Воскресния Твоего Божественную державу Слове, и радуется с чады, воспевая Тя Благоутробнаго.
",black,,
3838,"Слава, и ныне: глас 8:
",,red,,
3839,,"Бог же Царь наш прежде века:
Свет от Отца, возсияв Слово, но напоследи лет явился еси яко Человек, подая мне прегрешений оставление.
",black,,
3840,"### Во вторник вечера,
",,red,,5_3_2
3841,"поставим стихов, 6. И поем стихиры преполовению 3, повторяюще я. Глас 4.
",,red,,
3842,,"Преполовившуся празднику Пасхи, в храм вшел еси святилищный Спасе наш, и став посреде народа, учил еси тех с дерзновением, и глаголал еси: Аз есмь свет мира, в след Мене идый, не имать ходити во тме, но имети будет свет безсмертныя жизни.
",black,,
3843,"Подобен:
",,red,,
3844,"Слава, и ныне: глас 6:
",,red,,
3845,,"Господи, возшед на Крест:
Наста преполовение дней, от спасительнаго начинаемых востания, Пятдесятницею же Божественною печатлеемое: и светится светлости обоюду имущее, и соединяющее обоя, и приити славе предъявляющее Владычняго Вознесения предпочитает.
Слыша и возвеселися Сион, благовестившуся Христову Воскреснию: вернии же его сынове возрадовашася Сего видевше, и омывающа Духом скверну христоубийства: готовится торжествующи, обоих веселое преполовение.
Приближися Божественнаго изъобильное излитие на всех, якоже написася Духа: предъузаконение проповедует, преполовившееся, по Христове смерти и погребении и Воскресении, от Него данну сущу учеником неложному обещанию, Утешителево показующу явление.
",black,,
3846,"На стиховне самогласны, глас 1:
",,red,,
3847,,"Празднику преполовляющуся Твоего Христе Воскресния, и Божественнаго пришествия Святаго Твоего Духа, сшедшеся чудес Твоих воспеваем таинства: воньже низпосли нам велию милость.
",black,,
3848,"Стих:
",,red,,
3849,,"Пятдесятницы наста дней преполовение, в немже Христос обнажив маловидно Божественную силу, разслабленнаго стягну словом, того от одра возставив, и боголепно чудотворя во зданном теле, человеком дарова вечный живот, и велию милость.
",black,,
3850,"Стих:
",,red,,
3851,,"Помяни сонм Твой, егоже стяжал еси исперва.
Во святилище пришел еси Премудросте Божия, преполовляющуся празднику, учя и обличая непокоривыя иудеи, фарисеи и книжники, и вопия со дерзновением к ним: жаждай да грядет ко Мне, и пиет воду животную, и не вжаждет во век: веруяй Моей благости, реки потекут из чрева его жизни вечныя. О благости и благоутробия Твоего, Христе Боже наш, слава Тебе!
",black,,
3852,"Глас 2:
",,red,,
3853,,"Бог же Царь наш прежде века:
",black,,
3854,"Слава и ныне: глас 8.
",,red,,
3855,,"Егда преполовение праздника наста, взыде Иисус во святилище, и учаше непокоривыя иудеи, глаголя: жаждай да грядет ко Мне, и пиет воду животную вечную, и не вжаждется в век. Веруяй в Мя, реки потекут из чрева его, и имети будет свет животный.
",black,,
3856,"Таже, тропарь отпустительный:
",,red,,
3857,,"Преполовившуся празднику, учащу Ти Спасе, глаголаху иудее: како Сей весть писмена не учився? Не разумеюще, яко Ты еси Премудрость устроившая мир, слава Тебе.
",black,,
3858,"Тойже и на
",,red,,
3859,,"Преполовившуся празднику:
",black,,
3860,"в среду на Утрени.
",,red,,
3861,,"Бог Господь:
",black,,
3862,"## Среда
",,red,5_4,
3863,"### В Утрени,
",,red,,5_4_1
3864,"по 1-м, и по 2-м стихословии, седальны праздника:
",,red,,
3865,"Псалом 50. И каноны 4-го гласа, со ирмосом на 8: и осмаго гласа, на 6. Кондак, и икос, и ексапостиларий праздника.
",,red,,
3866,,"Воскресние Христово:
",black,,
3867,"На хвалитех,
",,red,,
3868,"поставим стихи 4:
",,red,,
3869,,"Всякое дыхание:
",black,,
3870,,"Премудрость и сила, Отчее сияние, Слово присносущное и Сын Божий, во святилище прииде плотию, и учаше иудейския люди жестокия и неблагодарныя, и удивляхуся премудрости богатству, вопиюще: откуду весть писмена ни от когоже учився? Дважды.
",red,,
3871,,,red,,
3872,"Слава, и ныне: глас 4:
",,red,,
3873,,"Книжником затыкаше уста, иудеи обличаше Мессиа Господь, вопия к ним: не на лице законопреступницы, яко неправедни судите: в субботу бо Аз разслабленнаго воздвигнух. Темже Господь субботы есмь и закона: что ищете Мене убити, умершыя воздвигшаго?
Навуфиа камением побиша лютии и законопреступнии, иудейское собрание неблагодарное, Исаию же пилою древянною растроша, в кал мудраго Иеремию ввергоша, Господа же на Крест вознесше, взываху: храм разоряя, спаси Себе, и уверуем.
",black,,
3874,"Славословие великое. И отпуст.
",,red,,
3875,,"Просветившеся братие Воскресением Спаса Христа, и достигше преполовения праздника Владычня, приискренно сохраним заповеди Божия, да достойни будем и Вознесение праздновати, и пришествие получити Святаго Духа.
",black,,
3876,"На Литургии блаженна обоих канонов, песнь 9-я.
",,red,,
3877,"Прокимен, и Аллилуиа праздника, Апостол, и Еванглие дне. Причастный:
",,red,,
3878,"И отдается праздник. Служба Минеи поется на Повечерии.
",,red,,
3879,,"Ядый мою плоть, и пияй мою кровь, во мне пребывает:
",black,,
3880,"### В среду вечера,
",,red,,5_4_2
3881,"на
",,red,,
3882,"поставим стихов 6, и поем стихиры о самаряныне. Глас 4.
",,red,,
3883,,"Господи воззвах:
",black,,
3884,"Подобен:
",,red,,
3885,"И Минеи, 3. Слава, и ныне: глас 1:
",,red,,
3886,,"Званный свыше:
На кладязе Христос самаряныню обрет, проси воду пити от нея, жаждай сея исправления и спасения, еже и уразумеся делы исполняемое. Сию бо влекущую питие, пития Сам извлекает, и пития исполняет живущаго, согражданом возвещающую: се древле в законе реченный Мессиа Христос, явися яко Человек, мыслей сокровенных открывая неизреченная.
Се Мессиа Христос, сущым во граде, на земли явися, самаряныня глаголет: написанный приити, иже содеянная мною сказа, и яже во глубине сердца моего сокровенная, вся мне рече, яко соверших. Темже град стекшийся видит словеса ея, по всему истинствующая, и вещи удивляется, и уверяется видению.
Тебе в шестый час, яко владыку иногда в раи ходяща бога, праматерняя виде дщи паки, в час шестый тако седяща, идеже источник воды, и кладенец ископася, и от нея просяща пити, яко да водою сию напоиши жизни нетления, еже и содеяся: твоея бо живоносныя воды, она изъобильно напившися, и во граде проповеда водное богатство.
",black,,
3887,"На стиховне стихиры Осмогласника, глас 4:
",,red,,
3888,,"На источник пришел еси, источниче чудес, в шестый час, Евин уловити плод: Ева бо в той изыде из рая прелестию змиевою: Приближи бо ся самаряныня почерпсти воду, юже видев рече Спас: даждь Ми воду пити, и Аз воды текущия насыщу тя, и во град текши целомудренная, народом возвести абие: приидите, видите Христа Господа, Спаса душ наших.
",black,,
3889,"Стих:
",,red,,
3890,,"Врата адова сокрушил еси Господи, и Твоею смертию смертное царство разрушил еси: род же человеческий от тления свободил еси, живот и нетление миру даровав, и велию милость.
",black,,
3891,"Стих:
",,red,,
3892,,"К Тебе возведох очи мои:
Апостольский лик, Духом Святым просветил еси Христе, и нашу скверну греховную теми отмый Боже, и помилуй нас.
",black,,
3893,"Мученичен:
",,red,,
3894,,"Помилуй нас Господи, помилуй нас:
",black,,
3895,"Слава, и ныне: глас 2:
",,red,,
3896,,"Имуще дерзновение ко Спасу святии, молитеся непрестанно за ны грешныя, оставление прегрешений просяще, и душам нашым велию милость.
",black,,
3897,"Тропарь:
",,red,,
3898,,"На студенец яко прииде Господь, самаряныня моляше Благоутробнаго: подаждь ми воду веры, и прииму купельныя воды радование и избавление: Животодавче Господи, слава Тебе.
",black,,
3899,"## Четверг
",,red,5_5,
3900,"### В четверток на Утрени,
",,red,,5_5_1
3901,"по 1-м стихословии, седален, глас 4.
",,red,,
3902,,"Светлую Воскресения:
",black,,
3903,"Подобен:
",,red,,
3904,"Стих:
",,red,,
3905,,"Вознесыйся на Крест:
Распныйся нас ради волею, и вменен быв в мертвых Животодавче, и воскрес тридневно Христе Боже наш, сокрушил еси силою Твоею смерти державу, всех востанием Твоим сущих во аде ожививый. И воспевающе чтем Твое востание вси, безсмертне Господи.
",black,,
3906,"Подобен:
",,red,,
3907,,"Во всю землю изыде вещание их:
",black,,
3908,"Стих:
",,red,,
3909,,"Скоро предвари:
Светила в концех ученики Твоя, Спасе, показал еси сияюща Твоим проповеданием, просвещающыя душы нашя: прелесть идольскую теми омрачив, ученьми благочестия просветивый мир. Тех молитвами спаси душы нашя.
",black,,
3910,"Мученичен:
",,red,,
3911,,"Дивен Бог во святых Своих:
",black,,
3912,"Слава, и ныне: Крестобогородичен:
",,red,,
3913,,"Крестом вооружившеся страстотерпцы Твои, победиша козни злоначальнаго врага, Христе Боже наш: возсияша яко светила, человеки наставляюще, подают исцеления верою просящым. Тех молитвами спаси душы нашя.
",black,,
3914,"По 2-м стихословии седален, глас 6.
",,red,,
3915,,"Дево Пренепорочная, Преблагаго Бога рождшая, со апостолы Того непрестанно моли, оставление прегрешений, и исправление жития подати нам, прежде конца, верою и любовию воспевающым Тя по долгу, едина Всепетая.
",black,,
3916,"Подобен:
",,red,,
3917,"[Дважды.]
",,red,,
3918,,"Упование миру:
Яко верней самаряныне Господи, Божества Твоего источник отверзл еси, и излиял еси богоразумие на ню, напояя питием богоприятным: и ныне всем нам низпосли прегрешений очищение преблагий.
",black,,
3919,"псалом 50.
",,red,,
3920,,"Воскресение Христово видевше:
",black,,
3921,"Канон самаряныни, со ирмосы на 8: и Минеи на 4. Кондак, и икос самаряныни, и ексапостиларий, дважды.
",,red,,
3922,"На хвалитех поставим стихи 4. И поем стихиры Осмогласника, глас 4:
",,red,,
3923,"[Дважды.]
",,red,,
3924,,"Отеческих Твоих недр не разлучився, Единородне Слове Божий, пришел еси на землю за Человеколюбие, человек быв непреложен, и Крест и смерть претерпел еси плотию, безстрастный Божеством, воскрес же из мертвых, безсмертие подал еси человеческому роду яко един Всесилен.
",black,,
3925,"Мученичен:
",,red,,
3926,,"Некнижныя ученики Дух Твой Святый наказатели яви Христе Боже, и многовещанным сличием языков прелесть упраздни, яко Всесилен.
",black,,
3927,"Слава, и ныне: глас 2:
",,red,,
3928,,"Како вашым подвигом не удивимся святии мученицы, яко телом мертвенным обложени, безплотныя враги победисте? Не устрашиша вас мучительская прещения, ни ужасиша вас мук приложения, воистинну достойно от Христа прославистеся. Непрестанно молитеся спастися душам нашым.
",black,,
3929,"На стиховне самаряныни, Глас 4. Подобен:
",,red,,
3930,,"Собезначальный и соприсносущный Сын и Слово о Отчее, на источник прииде, источник исцелений, и жена от Самарии прииде почерпсти воду, юже видев рече Спас: даждь Ми воды пити, и шедши пригласи твоего мужа. Она же яко Человеку глаголющи, а не Богу, утаити тщащися, глаголаше: не имам мужа. И Учитель к ней: истину рекла еси: не имам мужа, пять бо имела еси, и ныне егоже имаши, несть твой муж. Она же о глаголе удивившися, и во град текши, народом вопияше, глаголющи: приидите видите Христа, Иже дарует мирови велию милость.
",black,,
3931,"Стих:
",,red,,
3932,,"Яко добля:
Ты источник благости сый и пучина, жизни же хранитель, едине Благоутробне, како жене самаряныне беседуя возгласил еси: даждь Ми воду пити, яко да приимеши оставление: воспеваем Твое многое благоутробие, имже спасаеши человеческий весь род, за многую благость.
",black,,
3933,"Стих:
",,red,,
3934,,"Наляцы, и успевай, и царствуй, истины ради, и кротости, и правды.
Приидите видите Человека, Иже рече ми днесь на источнице седяй, что сотворих: Пророк бо истиннеший есть и превеликий, сокровенная и явленная ведый вся. Но даруй воду живу, юже подаеши жаждущым, да не вжажду паки во веки, Человеколюбче.
",black,,
3935,"Слава, и ныне: глас 3:
",,red,,
3936,,"Возлюбил еси правду, и возненавидел еси беззаконие.
Источник приснотекущий, животе безсмертне, струя неистощаемая же и нетленная, путешествовав седяше близ кладязя, Своя ученики послав по брашно, беседоваше жене черплющей, сию хотя уловити, и просветити души ея очи.
",black,,
3937,"### В четверток вечера,
",,red,,5_5_2
3938,"на
",,red,,
3939,,"Да радуется днесь светло небо и земля, яко Христос явися воплощаемь яко Человек, да Адама измет от клятвы всеродна, и удивляется чудесы в Самарию пришед: жене же беседоваше воды прося, Иже облаки водами одеваяй. Темже вси вернии поклонимся, нас ради волею Обнищавшему, благоутробным советом.
",black,,
3940,"стихиры подобны, глас 4.
",,red,,
3941,,"Господи воззвах:
",black,,
3942,"Подобен:
",,red,,
3943,"Слава, и ныне: глас 6:
",,red,,
3944,,"Господи, возшед на Крест:
Видите, Егоже преднаписа Моисей, Иисуса Мессию, в законе приити, на земли явльшася благоутробия ради и мне беседовавша яко Человека на кладязе: воистинну Сей есть Христос в мир грядый, сущым в Сихаре самаряныня явися глаголющи.
От сладких уст жены, воду пиемую, сладкую истекающую, сущии во граде пиюще, и ко кладязю источающему обилие воды, потщахуся тещи скоро и источник видети приснотекущий, истаявшыя душы воспрохлаждающий.
Сообразный видяще источник, и единовидный человеческаго составления, жене вопияху во граде сущии: не ктому твоея ради беседы мы веровахом, воистинну познавше, яко Той есть избавление и спасение миру вечное.
",black,,
3945,"На стиховне стихира крестная, глас 4:
",,red,,
3946,,"При студенце Иаковли обрет Иисус самаряныню, просит воды от нея, облаками покрываяй землю. О чудесе! Иже херувимы носимый, блуднице жене беседоваше, воды прося, Иже на водах землю повесивый: воды иский, иже источники и езера вод изливаяй: хотя привлещи сию воистинну, уловляемую от супостата врага, и напоити ю водою живою, палимую в безместиих люте, яко един Благоутробный и Человеколюбец.
",black,,
3947,"Стих:
",,red,,
3948,,"Всегда имуще Христе, Крест Твой на помощь, сети вражия удобь попираем.
",black,,
3949,"Воскресна:
",,red,,
3950,,"К Тебе возведох очи мои:
",black,,
3951,"Стих:
",,red,,
3952,,"Господи, возшед на Крест, прадеднюю нашу клятву потребил еси: и сошед во ад, яже от века узники свободил еси, нетление даруя человеческому роду. Сего ради поюще славим животворящее и спасительное Твое востание.
",black,,
3953,"Мученичен:
",,red,,
3954,,"Помилуй нас Господи, помилуй нас:
",black,,
3955,"Слава, и ныне: глас 6:
",,red,,
3956,,"Жертвы одушевленныя, всесожжения словесная, мученицы Господни, заколения совершенна Божия, Бога знающая, и Богом знаемая овчата, ихже ограда волком невходна, молитеся и нам упасеным быти с вами на воде упокоения.
",black,,
3957,"## Пятница
",,red,5_6,
3958,"### В пяток на Утрени,
",,red,,5_6_1
3959,"по 1-м стихословии седален, Осмогласника, глас 4.
",,red,,
3960,,"Тако Глаголет господь самаряныни: аще бы еси ведала дар Божий, и Кто есть глаголяй тебе, даждь Ми воды пити, ты бы просила у Него, и дал бы ти пити, да не вжаждешися во веки, глаголет Господь.
",black,,
3961,"Подобен:
",,red,,
3962,"Стих:
",,red,,
3963,,"Скоро предвари:
На Кресте Тя пригвоздиша иудеи Спасе, имже от языков нас воззвал еси Христе Боже наш, простерл еси длани на нем волею, копием же в ребра Твоя изволил еси пробостися: множеству щедрот Твоих слава Человеколюбче.
",black,,
3964,"Мученичен:
",,red,,
3965,,"Дивен Бог во святых Своих, Бог Израилев.
",black,,
3966,"Слава, и ныне: Крестобогородичен:
",,red,,
3967,,"Мученицы Твои Господи, во страданиих своих венцы прияша нетленныя от Тебе бога нашего. Имуще бо крепость Твою, мучителей низложиша, сокрушиша и демонов немощныя дерзости. Тех молитвами спаси душы нашя.
",black,,
3968,"По 2-м стихословии седален праздника, глас 4:
",,red,,
3969,,"На Кресте Тя возвышаема яко узре Пречистая Мати Твоя, Слове Божий, матерски рыдающи вещаше: что новое и странное сие чудо сыне мой? Како животе всех вкушаеши смерть, оживити умершыя хотя, яко Благоутробен.
",black,,
3970,"Подобен:
",,red,,
3971,"[Дважды.]
",,red,,
3972,,"Скоро предвари:
От кладязя воды, земнаго и тленнаго, пришедши обычно самаряныня почерпсти, живую воду почерпе: тако обретши источник седящий, идеже источник и кладязь Иаков ископа, мира пламенопитательныя зноем напаяющий.
",black,,
3973,"псалом 50. Канон самаряныни, со ирмосом на 8: И Минеи на 4.
",,red,,
3974,,"Воскресние Христово:
",black,,
3975,"На хвалитех стихиры Осмогласника, глас 4:
",,red,,
3976,"[Дважды.]
",,red,,
3977,,"Дал еси знамение боящымся Тебе Господи, Крест Твой честный, имже победил еси начала тмы и власти, и возвел еси нас на древнее блаженство. Темже Твое человеколюбное смотрение славим, Иисусе Всесильне, Спасе душ наших.
",black,,
3978,"Мученичен:
",,red,,
3979,,"Крестом Твоим Христе Спасе, настави нас на истину Твою, и избави ны от сетей вражиих: воскресый из мертвых, возстави ны падшыя грехом, простер руку Твою Человеколюбче Господи, молитвами святых Твоих.
",black,,
3980,"Слава, и ныне: глас 6:
",,red,,
3981,,"Честна смерть святых Твоих Господи: мечами бо и огнем, и студению сокрушаеми, излияша кровь свою, надежду имуще на Тя, восприяти трудов мзду: претерпеша, и прияша от Тебе Спасе велию милость.
",black,,
3982,"На стиховне стихиры, глас 4.
",,red,,
3983,,"Источник живоначалия Иисус Спас наш, ко источнику пришед патриарха Иакова, пити прошаше воды от жены самаряныни. Сей же неприобщительное иудеем прирекшей, мудрый Зиждитель приводит ю сладкими глаголы, паче к прошению присноживотныя воды, юже и приимши всем проповеда, рекши: приидите видите тайных ведца и Бога, пришедша плотию, за еже спасти человека.
",black,,
3984,"Подобен:
",,red,,
3985,"Стих:
",,red,,
3986,,"Яко добля:
С почерпалом почерпсти, пришедши ко кладязю, почерпало без воды оставивши, едина ко граду востече, источник животекущий вопиющи обрести самаряныня, независтный. Отонудуже почерпе спасительную воду, и сею прохлади сердце истаявшее страстьми.
",black,,
3987,"Стих:
",,red,,
3988,,"Наляцы, и успевай, и царствуй, истины ради, и кротости, и правды.
Воистинну рекла еси, рече Спас самаряныне, яко не имаши днесь мужа законна, пять бо имела еси первее, и ныне, егоже стяжала еси, несть твой муж, но закона чуждь. Яже и потщавшися сущым во граде вопияше: видех Человека, Иже изрече ми вся, елика втайне сотворих.
",black,,
3989,"Слава, и ныне: глас 8:
",,red,,
3990,,"Возлюбил еси правду, и возненавидел еси беззаконие.
Струю иную животекущую, от небеснаго кладязя самаряныня почерпе, на кладязе обретши сию изливаему, из негоже тленную имяше по обычаю почерпсти воду, иную земную. Но иная входящая в сердце ея показася, аки источник иный новый, страстей орошающий распаление.
",black,,
3991,"### В пяток вечера,
",,red,,5_6_2
3992,"на
",,red,,
3993,,"Егда явился еси во плоти Христе Боже, за неизреченное смотрение, слышавши самаряныня слово Тебе Человеколюбца, остави почерпало у студенца, и тече глаголющи сущым во граде: приидите, видите Сердцеведца, еда Сей есть чаемый Христос, имеяй велию милость?
",black,,
3994,"поставим стихов 6, и поем стихиры самаряныни три, и Минеи три.
",,red,,
3995,,"Господи воззвах:
",black,,
3996,"Стихиры самаряныни, глас 1:
",,red,,
3997,"Глас 2:
",,red,,
3998,,"На источник пришел еси, источниче чудес, в шестый час, Евин уловити плод: Ева бо в той изыде из рая прелестию змиевою. Приближи бо ся самаряныня почерпсти воду, юже видев рече Спас: даждь Ми воду пити, и Аз воды текущия насыщу тя. И во град текши целомудренная, народом возвести абие: приидите видите Христа Господа, Спасителя душ наших.
",black,,
3999,"Слава: глас 6:
",,red,,
4000,,"На студенец яко прииде Господь, самаряныня моляше Благоутробнаго: подаждь ми воду веры, и прииму купельныя воды, радование и избавление, Животодавче Господи слава Тебе.
Собезначальный и соприсносущный Сын и Слово Отчее на источник прииде, источник исцелений, и жена от Самарии прииде почерпсти воду, юже видев рече Спас: даждь Ми воду пити, и шедши пригласи твоего мужа. Она же яко Человеку глаголющи, а не Богу, утаити тщащися, глаголаше: не имам мужа. И Учитель к ней: истину рекла еси, не имам мужа: пять бо имела еси, и ныне егоже имаши, несть твой муж. Она же о глаголе удивившися, и во град текше, народом вопияше, глаголющи: приидите, видите Христа, Иже дарует мирови велию милость.
",black,,
4001,"И ныне: Богородичен, глас 4:
",,red,,
4002,,"При студенце Иаковли обрет Иисус самаряныню, просит воды от нея, облаками покрываяй землю. О чудесе! Иже херувимы носимый, блуднице жене беседоваше, воды прося, Иже на водах землю повесивый, воды иский, иже источники и езера вод изливаяй, хотя привлещи сию воистинну, уловляемую от сопостата врага, и напоити ю водою живою, палимую в безместиих люте, яко един Благоутробный и Человеколюбец.
",black,,
4003,"На стиховне стихиры воскресны Осмогласника, глас 4:
",,red,,
4004,,"Иже Тебе ради, богоотец пророк Давид, песненно о Тебе провозгласи, величия Тебе сотворшему: предста Царица одесную Тебе. Тя бо Матерь ходатаицу живота показа, без Отца из тебе вочеловечитися благоволивый Бог да Свой паки обновит образ, истлевший страстьми, и заблуждшее горохищное обрет овча, на рамо восприим, ко Отцу принесет, и Своему хотению, с небесными совокупит силами, и спасет Богородице мир, Христос имеяй велию и богатую милость.
",black,,
4005,"Стих:
",,red,,
4006,,"Животворящему Твоему Кресту непрестанно кланяющеся Христе Боже, тридневное Воскресение Твое славим: тем бо обновил еси истлевшее человеческое естество Всесильне, и иже на небеса восход обновил еси нам, яко един Благ и Человеколюбец.
",black,,
4007,"Стих:
",,red,,
4008,,"Господь воцарися, в лепоту облечеся.
Древа преслушания запрещение разрешил еси Спасе, на Древе крестнем волею пригвоздився, и во ад сошед Сильне, смертныя узы яко Бог растерзал еси. Темже кланяемся еже из мертвых Твоему Воскресению, радостию вопиюще: всесильне Господи, слава Тебе.
",black,,
4009,"Стих:
",,red,,
4010,,"Ибо утверди вселенную:
Врата адова сокрушил еси Господи, и Твоею смертию смертное царство разрушил еси, род же человеческий от тления свободил еси, живот и нетление миру даровав, и велию милость.
",black,,
4011,"Слава, и ныне: глас 8:
",,red,,
4012,,"Дому Твоему подобает святыня:
Господи возшед на Крест, прадеднюю нашу клятву потребил еси, и сошед во ад, яже от века узники свободил еси, нетление даруя человеческому роду. сего ради поюще славим, животворящее и спасительное Твое востание.
",black,,
4013,"## Суббота
",,red,5_7,
4014,"### В субботу на Утрени,
",,red,,5_7_1
4015,"по 1-м стихословии седален воскресен, глас 4:
",,red,,
4016,,"Егда явился еси во плоти Христе Боже, за неизреченное смотрение, слышавши самаряныня слово Тебе Человеколюбца, остави почерпало у студенца, и тече глаголющи сущым во граде: приидите, видите Сердцеведца, еда Сей есть чаемый Христос, имеяй велию милость?
",black,,
4017,"[Дважды.]
",,red,,
4018,,"Воззревше на гробный вход, и пламене ангельскаго не терпяще мироносицы, с трепетом дивляхуся глаголюще: еда украдеся, отверзый разбойнику рай? еда ли воста, Иже и прежде страсти проповедавый востание воистинну воскресе Христос, сущым во аде подая живот и воскресение.
",black,,
4019,"Слава, и ныне: Богородичен:
",,red,,
4020,"По 2-м стихословии седален, глас 4.
",,red,,
4021,,"Еже от века утаеное, и ангелом несведомое таинство, Тобою Богородице сущым на земли явися Бог, в неслитном соединении воплощаемь, и Крест волею нас ради восприим, имже воскресив первозданнаго спасе от смерти душы нашя.
",black,,
4022,"Подобен:
",,red,,
4023,"[Дважды.]
",,red,,
4024,,"Вознесыйся на Крест:
Да радуется небо, да веселятся земная, яко Христос от Девы явився яко Человек, избави из истления все человечество Своею смертию, чудесы возсия: жене самаряныне воды просящей, подает источник исцелений, яко един Безсмертный.
",black,,
4025,"псалом 50: Канон праздника, на 6: И святаго обители, на 4: И Минеи на 4. Кондак, и ексапостиларий праздника.
",,red,,
4026,,"Воскресение Христово:
",black,,
4027,"На хвалитех поставим стихи 4. И поем настоящыя стихиры воскресны, глас 4:
",,red,,
4028,"Слава, и ныне, глас 6:
",,red,,
4029,,"Крест претерпевый и смерть, и воскресый из мертвых, Всесильне Господи, славим Твое Воскресение.
Крестом Твоим Христе, древния клятвы свободил еси нас, и смертию Твоею естество наше мучащаго диавола упразднил еси, востанием же Твоим радости вся исполнил еси. Темже вопием Ти: воскресый из мертвых Господи, слава Тебе.
Твоим Крестом Христе Спасе, настави нас на истину Твою, и избави ны от сетей вражиих: воскресый из мертвых, возстави ны падшыя грехом, простер руку Твою Человеколюбче Господи, молитвами святых Твоих.
Отеческих Твоих недр не разлучився Единородный Слове Божий, пришел еси на землю за человеколюбие, Человек быв непреложен, и Крест и смерть претерпел еси плотию, безстрастный Божеством: воскрес же из мертвых, безсмертие подал еси человеческому роду, яко един Всесилен.
",black,,
4030,"На стиховне стихиры, глас 4.
",,red,,
4031,,"Источник живоначалия Иисус Спас наш, ко источнику пришед патриарха Иакова, пити прошаше воды, от жены самаряныни: сей же неприобщительное иудеом прирекшей, мудрый Зиждитель приводит ю сладкими глаголы, паче к прошению присносущныя воды, юже и приимши всем проповеда рекущи: приидите, видите сокровенных ведца и Бога, пришедшаго плотию, за еже спасти человека.
",black,,
