,red_text,black_text,color,index
4465,"<Конда́к слепа́го, гла́с 4:>
",,red,
4466,,"Си́лою Креста́ Твоего́ Христе́:
",black,0.0
4467,"<И и́кос.>
",,red,
4468,,"Душе́вныма очи́ма:
",black,0.0
4469,"<Та́же седа́лен, гла́с 1. Подо́бен:>
",,red,
4470,"<Сла́ва, и ны́не: Подо́бен:>
",,red,
4471,,"Гро́б Тво́й Спа́се:
Воочи́л еси́ Христе́ от утро́бы рожде́ннаго без оче́с, показа́вый иуде́ем Спа́се мо́й, сла́ву Твою́ неизрече́нную, и я́ко Све́т все́х еси́: но за́вистию Тя́ ослепле́ннии умо́м наве́тующе, живота́ Пода́теля умертви́ти потща́хуся.
",black,0.0
4472,"<Пе́снь 4.>
",,red,
4473,,"Роди́лся еси́, я́ко Ты́ Спа́се мо́й восхоте́вый, яви́лся же па́ки еси́, я́ко Ты́ восхоте́л еси́, и пострада́л еси́ я́ко Челове́к, я́ко Бо́г же воскре́сл еси́. На небеса́ со сла́вою возше́л еси́, и возве́л еси́ челове́ческое существо́, и сла́вою удобри́л еси́.
",black,0.0
4474,"<Ирмо́с:>
",,red,
4475,"<Сла́ва:>
",,red,
4476,,"Боже́ственное Твое́ разуме́в:
Пре́жде грехо́м осужде́нное естество́ на́ше Всецарю́ Твои́м прия́тием поми́ловася, песносло́вящее Твое́ со стра́хом Воста́ние, и Боже́ственное Вознесе́ние.
Дивя́тся безпло́тных чи́ни, смотря́юще Тя́ Христе́ нося́ща те́ло земно́е, и возше́дша на о́блак, и к небе́сным восходя́ща.
",black,0.0
4477,"<И ны́не:>
",,red,
4478,,"Ви́девше очервле́ны ри́зы Твоя́ Христе́ Всецарю́, Твои́м восхо́дом ужасо́шася а́нгельския си́лы и стра́хом и ра́достию поклони́шася.
",black,0.0
4479,"<Катава́сиа:>
",,red,
4480,,"Воспле́щим рука́ма, Госпо́дь воста́в из ме́ртвых, на небеса́ взы́де, повину́вшымся Ему́ а́нгелом, я́ко Творцу́ и Бо́гу на́шему.
",black,0.0
4481,"<Пе́снь 5.>
",,red,
4482,,"Услы́шах слу́х си́лы Креста́:
",black,0.0
4483,"<Ирмо́с:>
",,red,
4484,"<[Два́жды.]>
",,red,
4485,,"Одея́йся све́том:
Разреши́в осужде́ние челове́чества, Христо́с воскре́се и к небе́сным, О́тчим соседе́нием поче́т, и́хже возлюби́.
",black,0.0
4486,"<Сла́ва:>
",,red,
4487,"<И ны́не:>
",,red,
4488,,"По воскресе́нии радостнотвори́вый Христе́ ученики́ Твоя́, возше́л еси́ горе́, к Твоему́ Роди́телю, Его́же не разлучи́лся еси́, а́ще и челове́ком бесе́довал еси́.
",black,0.0
4489,"<Катава́сиа:>
",,red,
4490,,"Зако́ну предсе́ния, и пропове́дания богоглаго́ливых испо́лнив, Христе́ возше́л еси́, о́блаку Тя́ подъе́мшу Спа́се, к небе́сным.
",black,0.0
4491,"<Пе́снь 6.>
",,red,
4492,,"У́тренююще вопие́м Ти́:
",black,0.0
4493,"<Ирмо́с:>
",,red,
4494,"<[Два́жды.]>
",,red,
4495,,"Неи́стовствующееся бу́рею:
Стра́нное виде́ние яви́лся еси́ а́нгелом.челове́чь зра́к нося́, восхо́дом Твои́м стра́шным Человеколю́бче: те́мже со стра́хом воспева́ем Тя́.
",black,0.0
4496,"<Сла́ва:>
",,red,
4497,"<И ны́не:>
",,red,
4498,,"Все́х Госпо́дь со сла́вою восхо́дит све́тло к Своему́ Безнача́льному Роди́телю: вся́ тва́рь ны́не пра́зднует лику́ющи.
",black,0.0
4499,"<Катава́сиа:>
",,red,
4500,,"Вся́к язы́к дне́сь да вопие́т: в воскликнове́нии, Христо́с взы́де, и в трубы́ Боже́ственном гла́се к небесе́м: и́хже не оста́ви.
",black,0.0
4501,"<Конда́к па́сце:>
",,red,
4502,,"Обы́де мя́ бе́здна:
",black,0.0
4503,"<и и́кос.>
",,red,
4504,,"А́ще и во гро́б:
",black,0.0
4505,"<Синакса́рь мине́и.>
",,red,
4506,"<Пе́снь 7.>
",,red,
4507,"<Ирмо́с:>
",,red,
4508,"<Сла́ва:>
",,red,
4509,,"Превозноси́мый отце́в:
Растерза́в средосте́ние вражды́ Го́споди, Кресто́м и Стра́стию Твое́ю, о́блаком носи́мь возше́л еси́ со сла́вою к Безнача́льному Отцу́.
Тре́петни взыва́ху си́лы: возми́те врата́, прии́де Христо́с те́ло земно́е нося́, и Боже́ственною Стра́стию велиа́ра умертви́в.
",black,0.0
4510,"<И ны́не:>
",,red,
4511,,"Что́ твоя́ ри́зы червле́ны человеколю́бче? си́лам боже́ственным вопроша́ющым: точи́ло ны́не изгнето́х, христо́с восходя́ вопия́ше.
",black,0.0
4512,"<Катава́сиа:>
",,red,
4513,,"Пе́сньми Твое́ распя́тие Христе́, и Воста́ние согла́сно сла́вим, све́тло пра́зднующе о Вознесе́нии честне́м Твое́м во ве́ки.
",black,0.0
4514,"<Пе́снь 8.>
",,red,
4515,,"В пещи́ о́гненней:
",black,0.0
4516,"<Ирмо́с:>
",,red,
4517,"<И ны́не:>
",,red,
4518,,"Тебе́ вседе́телю:
Све́т Тя́ от Све́та су́щий, о́блак све́тел подъя́т от горы́ Ма́сличныя, все́м зря́щым боже́ственным ученико́м Твои́м, и Тебе́ воспева́ющым во вся́ ве́ки.
Рука́ми псало́мски воспле́щим, воскре́се Христо́с Бо́г на́ш, и взы́де, отону́дуже сни́де к на́м человеколю́бно, умиротвори́вый дре́вле разстоя́щаяся.
Благослови́м Отца́, и Сы́на, и Свята́го Ду́ха, Го́спода.
Поя́ Дави́д вопие́т: Христо́с взы́де на херуви́мех Свои́х, и возлете́ я́ве на крилу́ у́мных чино́в: его́же превозно́сим во вся́ ве́ки.
",black,0.0
4519,"<Катава́сиа:>
",,red,
4520,,"Яви́лся еси́ ученико́м воскре́с от гро́ба, и си́х возве́л еси́ на го́ру Ма́сличную, отону́дуже о́блак све́тел подъе́м, взя́т к го́рним Христе́ Тебе́ со сла́вою.
",black,0.0
4521,"<Пе́снь 9.>
",,red,
4522,,"Из Отца́ пре́жде ве́к:
Честне́йшую: не пое́м: но пое́м припе́вы па́схи.
",black,0.0
4523,"<Ирмо́с>: Иса́ие лику́й:
",,red,
4524,"<Сла́ва:>
",,red,
4525,,"Свяще́нное торжество́ вся́ тва́рь прино́сит я́ве Вознесе́нию Твоему́ Сло́ве Бо́жий, и́мже прине́сл еси́ Отцу́ Твоему́, е́же от на́с естество́ восприя́л еси́ па́че сло́ва Неизме́нне.
Я́ко Бо́г сте́рл еси́ врата́ а́дова Спа́се и вереи́, и воскре́с из ме́ртвых, к небе́сным восте́кл еси́ чино́м а́нгельским, врата́ возми́те, вопию́щым со удивле́нием.
Твоему́ Боже́ственному восхо́ду дивя́щымся боже́ственным ученико́м, предста́ша я́вственно а́нгели, те́м вопию́ще: Его́же ви́дите восходя́ща на небеса́, Се́й прии́дет со сла́вою суди́ти все́м.
",black,0.0
4526,"<И ны́не:>
",,red,
4527,,"Е́же Христе́ дарова́л еси́ ми́р ученико́м, к го́рним дре́вле восходя́. то́й и на́м бога́тно низпосли́, в любви́ все́х содержа́я: я́ко да согла́сно Тебе́ Спа́са велича́ем.
",black,0.0
4528,"<Катава́сиа:>
",,red,
4529,,"Светоно́сная колесни́ца Со́лнца мы́сленнаго, Ты́ была́ еси́ вои́стинну, Нескве́рная Чи́стая, И́мже седя́щии во тме́ ви́деша све́т позна́ния, по до́лгу Тя́ сла́вяще.
",black,0.0
4530,"<Ексапостила́рий:>
",,red,
4531,,"Тя́ па́че ума́:
",black,0.0
4532,"<два́жды. И слепа́го:>
",,red,
4533,,"Пло́тию усну́в:
",black,0.0
4534,"<На хвали́тех ста́вим стихо́в 8, и пое́м стихи́ры самогла́сны, слепа́го 4, гла́с 2:>
",,red,
4535,,"У́мныя мои́ о́чи:
",black,0.0
4536,"<Та́же, гла́с 4:>
",,red,
4537,,"Слепы́й роди́выйся: Мимоиды́й Иису́с от святи́лища:
",black,0.0
4538,"<Гла́с 5:>
",,red,
4539,,"Все́ житие́ слепы́й:
",black,0.0
4540,"<[Пи́саны во вто́рник ве́чера].>
",,red,
4541,,"Го́споди мимоходя́щу ти́:
",black,0.0
4542,"<Та́же стихи́ры па́схи с припе́вы и́х. Сла́ва, и ны́не: Гла́с 5:>
",,red,
4543,"<Та́же,>
",,red,
4544,,"Воскре́сния де́нь:
",black,0.0
4545,"<я́коже указа́ся ве́чер.>
",,red,
4546,,"Христо́с воскре́се:
",black,0.0
4547,"<И славосло́вие вели́кое. Тропа́рь, гла́с 5:>
",,red,
4548,"<Сла́ва, и ны́не: Богоро́дичен его́. Ектениа́ и отпу́ст без креста́. И свята́го на отпу́сте помина́ет, его́же бу́дет де́нь.>
",,red,
4549,,"Собезнача́льное сло́во:
",black,0.0
4550,"<И ча́с 1, в притво́ре. На 1-м часе́ глаго́лем псалмы́ обы́чныя. На Сла́ва: тропа́рь:>
",,red,
4551,"<И ны́не: Богоро́дичен:>
",,red,
4552,,"Собезнача́льное Сло́во:
",black,0.0
4553,"<По трисвято́м конда́к: Душе́вныма очи́ма: И коне́чный отпу́ст по обы́чаю, и про́чыя часы́ пред литурги́ею глаго́лем трипса́лмнии.>
",,red,
4554,,"Что́ тя нарече́м:
",black,0.0
4555,"<Нача́ло литурги́и, я́коже на са́мую па́сху. На литурги́и изъобрази́тельная, и от кано́на пе́снь 3, и 6. По вхо́де тропа́рь:>
",,red,
4556,"<Сла́ва: конда́к слепа́го. И ны́не: Па́схи:>
",,red,
4557,,"Собезнача́льное Сло́во:
",black,0.0
4558,"<И про́чая. Проки́мен Па́схи:>
",,red,
4559,,"А́ще и во гро́б:
",black,0.0
4560,"<Аллилу́иа Па́схи. Апо́стол и ева́нглие дне́. И про́чая слу́жба воскре́сна вся́. Прича́стен:>
",,red,
4561,,"Се́й де́нь, его́же сотвори́ Госпо́дь:
",black,0.0
4562,"<Глаго́лем же и псало́м 33:>
",,red,
4563,,"Те́ло христо́во:
",black,0.0
4564,"<Та́же иере́й твори́т отпу́ст Па́схи со кресто́м, и про́чее все́ пое́м коне́ц литурги́и, я́коже указа́ся на са́мую Па́сху. И та́ко отдае́тся пра́здник свята́го и живоно́снаго Христо́ва Воскресе́ния.>
",,red,
4565,,"Благословлю́ го́спода:
",black,0.0
4566,"<На трапе́зе быва́ет бра́тии утеше́ние вели́кое, си́речь еле́ем, ры́бою и вино́м.>
",,red,
4567,"### В сре́ду ве́чера
",,temp,
4568,"<пра́зднуем Вознесе́ние Го́спода Бо́га и Спа́са на́шего Иису́са Христа́.>
",,red,
4569,"<Ча́с 9-й трипса́лмный. По нача́ле глаго́лет чте́ц трисвято́е, и до неде́ли 8-я во вся́ком церко́вном пе́нии.>
",,red,
4570,"<На ма́лей вече́рни,>
",,red,
4571,"<на>
",,red,
4572,"<[зри́ ни́же на вели́цей вече́рни.] Сла́ва, и ны́не: гла́с то́йже:>
",,red,
4573,,"Го́споди воззва́х: поста́вим стихи́ры 4, гла́с 6:
Госпо́дь Вознесе́ся на небеса́: Го́споди Твоему́ Вознесе́нию: На гора́х святы́х: Го́споди, смотре́ния соверши́в та́инство:
",black,0.0
4574,"<Проки́мен дне́.>
",,red,
4575,,"Го́споди, апо́столи я́ко ви́деша Тя́:
",black,0.0
4576,"<На стихо́вне стихи́ры, гла́с 1:>
",,red,
4577,"<Сти́х:>
",,red,
4578,,"Возше́д на небеса́:
",black,0.0
4579,"<Сти́х:>
",,red,
4580,,"Вси́ язы́цы восплещи́те рука́ми: Возше́л еси́ Христе́ к Безнача́льному Отцу́:
",black,0.0
4581,"<Сла́ва, и ны́не, гла́с 2:>
",,red,
4582,,"Взы́де Бо́г в воскликнове́нии: А́нгели Твои́ Го́споди:
",black,0.0
4583,"<[зри́ на вели́цей вече́рни.]>
",,red,
4584,,"Роди́лся еси́, я́ко Са́м восхоте́л еси́:
",black,0.0
4585,"<Трисвято́е. По>
",,red,
4586,,"Ны́не отпуща́еши:
",black,0.0
4587,"<Отпусти́тельный тропа́рь, гла́с 4:>
",,red,
4588,,"О́тче на́ш.
",black,0.0
4589,"<Та́же ектениа́ ма́лая. И отпу́ст.>
",,red,
4590,,"Возне́слся еси́ во сла́ве Христе́ Бо́же на́ш, ра́дость сотвори́вый ученико́м обетова́нием Свята́го Ду́ха, извеще́нным и́м бы́вшым благослове́нием, я́ко Ты́ еси́ Сы́н Бо́жий, Изба́витель ми́ра.
",black,0.0
4591,"<На вели́цей вече́рни.>
",,red,
4592,"<По предначина́тельном псалме́ кафи́смы не глаго́лем. На>
",,red,
4593,"<поста́вим стихо́в 10. И пое́м стихи́ры самогла́сны 5, повторя́юще я́. Гла́с 6:>
",,red,
4594,,"Го́споди воззва́х:
",black,0.0
4595,"<[Два́жды.]>
",,red,
4596,,"Госпо́дь Вознесе́ся на небеса́, да по́слет Уте́шителя ми́ру: небеса́ угото́ваша престо́л Его́, о́блацы восхожде́ние Его́. А́нгели дивя́тся, Челове́ка зря́ще превы́ше себе́. Оте́ц жде́т, Его́же в не́драх и́мать Соприсносу́щна: Ду́х же Святы́й вели́т все́м а́нгелом Его́: возми́те врата́ кня́зи ва́шя, вси́ язы́цы восплещи́те рука́ми, я́ко взы́де Христо́с, иде́же бе́ пе́рвее.
",black,0.0
4597,"<[Два́жды.]>
",,red,
4598,,"Го́споди, Твоему́ Вознесе́нию удиви́шася херуви́ми, зря́ще Тебе́ Бо́га на о́блацех восходя́ща, на ни́х седя́щаго и сла́вим Тя́, я́ко бла́га ми́лость Твоя́, сла́ва Тебе́.
",black,0.0
4599,"<[Два́жды.]>
",,red,
4600,,"На гора́х святы́х зря́ще Твое́ Вознесе́ние Христе́, Сия́ние сла́вы О́тчи, воспева́ем Тво́й светообра́зный лица́ зра́к, кла́няемся Страсте́м Твои́м, почита́ем Воскресе́ние, сла́вное Вознесе́ние сла́вяще: поми́луй на́с.
",black,0.0
4601,"<[Два́жды].>
",,red,
4602,,"Го́споди, апо́столи я́ко ви́деша Тя́, на о́блацех возноси́ма, рыда́нием сле́з, Жизнода́вче Христе́, ско́рби исполня́еми, рыда́юще глаго́лаху: Влады́ко, не оста́ви на́с си́рых, за милосе́рдие возлюби́л еси́ рабы́ Твоя́, я́ко Благоутро́бен: но посли́ я́коже обеща́л еси́ на́м, Пресвята́го Твоего́ Ду́ха, просвеща́юща ду́шы на́шя.
",black,0.0
4603,"<Сла́ва, и ны́не: гла́с то́йже.>
",,red,
4604,,"Го́споди, смотре́ния соверши́в та́инство, пои́м Твоя́ ученики́ на го́ру Елео́нскую, возноси́лся еси́, и се́ тве́рдь небе́сную проше́л еси́, мене́ ра́ди Обнища́вый по мне́ и возше́д отону́дуже не разлучи́лся еси́, Всесвята́го Твоего́ Ду́ха низпосли́, просвеща́юща ду́шы на́шя [Два́жды.]
",black,0.0
4605,"<Вхо́д. Проки́мен дне́. и чте́ния.>
",,red,
4606,,"Не́др Оте́ческих не разлу́чся, Сладча́йший Иису́се, и с земны́ми я́ко Челове́к пожи́в, дне́сь от горы́ Елео́нския Возне́слся еси́ во сла́ве, и па́дшее естество́ на́ше ми́лостивно Возне́с, Отцу́ спосади́л еси́. Те́мже небе́снии безпло́тных чи́нове, чудеси́ удивля́ющеся, ужаса́хуся у́жасом, и тре́петом содержи́ми, Твое́ человеколю́бие велича́ху. С ни́миже и мы́ земни́и, е́же к на́м Твое́ снизхожде́ние, и е́же от на́с Вознесе́ние славосло́вяще, мо́лимся глаго́люще: ученики́, и Ро́ждшую Тя́ Богоро́дицу, ра́дости безчи́сленныя Испо́лнивый во Твое́ Вознесе́ние, и на́с сподо́би избра́нных Твои́х ра́дости, моли́твами и́х, вели́кия ра́ди Твоея́ ми́лости.
",black,0.0
4607,"<Проро́чества Иса́иина чте́ние. [Глава́ 2.]>
",,red,
4608,"<Проро́чества Иса́иина чте́ние. [Глава́ 62.]>
",,red,
4609,,"Та́ко глаго́лет Госпо́дь: бу́дет в после́дния дни́ явле́на гора́ Госпо́дня, и до́м Бо́жий на версе́х го́р, и Вознесе́тся превы́ше холмо́в, и прии́дут на ню́ вси́ язы́цы. И по́йдут лю́дие мно́зи, и реку́т: прииди́те взы́дем на го́ру Госпо́дню, и в до́м Бо́га Иа́ковля, и возвести́т на́м пу́ть Сво́й, и по́йдем по нему́.
",black,0.0
4610,"<Проро́чества Заха́риина чте́ние. [Глава́ 14.]>
",,red,
4611,,"Та́ко глаго́лет Госпо́дь: поиди́те и вни́дите враты́ Мои́ми, угото́вите пу́ть Мо́й, и пу́ть твори́те лю́дем Мои́м, и ка́мения от пути́ размещи́те, Вознеси́те зна́мение на язы́ки. Се́ бо Госпо́дь сотвори́ слы́шано да́же до после́дних земли́: рцы́те дще́ри Сио́нове, се́ Спаси́тель тво́й прихо́дит, име́я с Собо́ю мзду́, и де́ло Его́ пред лице́м Его́. И прозове́т я́ лю́ди свя́ты, изба́влены от Го́спода: ты́ же нарече́шися взыска́нный гра́д, и неоста́вленный. Кто́ Се́й прише́дый из Едо́ма, оброще́ние ри́з Его́ от Восо́ра? Се́й красе́н во оде́жди Свое́й, вопие́т с кре́постию ве́лиею: Аз глаго́лю пра́вду и су́д спасе́ния. Почто́ Ти обро́щены ри́зы, и оде́жды Твоя́ я́ко от истопта́ния точи́ла испо́лнены истопта́ния? Точи́ло истопта́х Еди́н, и от язы́к не́сть му́ж со Мно́ю. Ми́лость Госпо́дню помяну́х, доброде́тели Госпо́дни во все́х, и́миже на́м воздава́ет. Госпо́дь, Судия́ благи́й до́му Изра́илеву, нано́сит на́м по ми́лости Свое́й, и по мно́жеству пра́вды Своея́. И рече́: не лю́дие ли Мои́, ча́да не отве́ргут ли ся? И бы́сть и́м во спасе́ние от вся́кия ско́рби и́х. Не хода́тай, ниже́ а́нгел, но Са́м Госпо́дь спасе́ и́х: за е́же люби́ти и́х, и щаде́ти и́х, Са́м изба́ви и́х, и восприя́т и́х, и Вознесе́ и́х во вся́ дни́ ве́ка.
",black,0.0
4612,"<На лити́и стихи́ры самогла́сны. Гла́с 1:>
",,red,
4613,,"Та́ко глаго́лет Госпо́дь: се́ де́нь гряде́т госпо́день, и ста́нут но́зе Его́ в де́нь о́ный на горе́ Елео́нстей, пря́мо Иерусали́ма, от восто́к со́лнца. И в де́нь о́ный изы́дет вода́ жива́ из Иерусали́ма, по́л ея́ в мо́ре пе́рвое, и по́л ея́ в мо́ре после́днее: в жа́тву и в ве́сну бу́дет та́ко. И бу́дет Госпо́дь Ца́рь по все́й земли́, в де́нь о́ный бу́дет Госпо́дь еди́н. И́мя Его́ еди́но, окружа́ющее всю́ зе́млю и пусты́ню, от Га́вы да́же до Реммо́на, проти́ву хребту́ Иерусали́млю: и Вознесе́тся, и на ме́сте пребу́дет, от вра́т Вениами́новых, да́же до ме́ста двере́й пе́рвых, да́же до вра́т уго́льных, и да́же до столпа́ анамеи́лева, да́же до подточи́лий царе́вых, обита́ют в не́м: и ана́фема не бу́дет ктому́, и всели́тся Иерусали́м наде́яйся.
",black,0.0
4614,"<Гла́с 4:>
",,red,
4615,,"Возше́д на небеса́, отону́дуже и соше́л еси́, не оста́ви на́с си́рых Го́споди: да прии́дет Тво́й Ду́х, нося́ ми́р ми́рови, покажи́ сыно́м челове́ческим дела́ си́лы Твоея́, Го́споди Человеколю́бче.
Возше́л еси́ Христе́ к Безнача́льному Отцу́ Твоему́, неопи́санных Его́ не́др не разлучи́выйся, и прило́г си́лы хвале́ния трисвята́го не прия́ша, но еди́наго Сы́на и по вочелове́чении позна́ша Тя́ Го́споди, единоро́дна Отцу́: во мно́жестве щедро́т Твои́х поми́луй на́с.
А́нгели Твои́ Го́споди, апо́столом глаго́лаху: му́жие галиле́йстии, что́ стоите́, зря́ще на не́бо? Се́й е́сть Христо́с Бо́г, Вознесы́йся от ва́с на не́бо, То́й прии́дет па́ки, и́мже о́бразом ви́десте Его́ иду́ща на не́бо: послужи́те Ему́ в преподо́бии и пра́вде.
",black,0.0
4616,"<Сла́ва и ны́не: гла́с то́йже:>
",,red,
4617,,"Егда́ прише́л еси́ на го́ру Христе́ Елео́нскую, О́тчее соверши́ти благоволе́ние, ужасо́шася небе́снии а́нгели, и устраши́шася преиспо́днии. Предста́ша же ученицы́ с ра́достию тре́петни, я́ко глаго́лал еси́ и́м, я́ко престо́л же готовля́шеся проти́в о́блак жду́щий: врата́ же не́бо отве́рзшее добро́ту явля́ше, и земля́ сокро́вища открыва́ет, Ада́мову схожде́нию я́ко позна́тися, и па́ки восхожде́нию. но стопы́ у́бо возвыша́хуся, я́коже ру́це, уста́ же вельми́ благословля́ху, я́коже слы́шашеся, о́блак подъе́мляше, и не́бо вну́трь Тебе́ прия́т. Де́ло сие́ Го́споди соде́лал еси́ вели́кое и пресла́вное, во спасе́ние ду́ш на́ших.
Низше́дшее естество́ Ада́мово, в до́льнейшыя страны́ земли́, Бо́же новосотвори́вый Собо́ю превы́ше вся́каго нача́ла и вла́сти, возве́л еси́ дне́сь: я́ко бо возлюби́в спосади́л еси́, я́коже поми́ловав соедини́л еси́ Себе́, я́ко соедини́вый спострада́л еси́, я́ко безстра́стен пострада́в, и спросла́вил еси́. Но безпло́тнии, кто́ е́сть Се́й, глаго́лаху кра́сный Му́ж? но не челове́к то́чию, Бо́г же и Челове́к, совокупле́нно и явля́емо. Те́мже удивле́ни а́нгели, во оде́ждах лета́юще о́крест ученико́в, друзи́и же стоя́ще вопия́ху: му́жие галиле́йстии, И́же от ва́с оти́де, Се́й е́сть Иису́с Челове́к Бо́г. Бо́г Челове́к па́ки прии́дет, Судия́ живы́х и ме́ртвых, ве́рным же да́руяй грехо́в проще́ние и ве́лию ми́лость.
Егда́ Возне́слся еси́ во сла́ве Христе́ Бо́же, ученико́м зря́щым, о́блацы подъима́ху Тя́ с пло́тию, врата́ взя́шася небе́сная, ли́к а́нгельский ра́довашеся с весе́лием, го́рнейшыя си́лы зовя́ху глаго́люще: возми́те врата́ кня́зи ва́шя, и вни́дет Ца́рь Сла́вы. Ученицы́ же дивя́щеся глаго́лаху: не разлучи́ся на́с Па́стырю До́брый, но посли́ на́м Ду́ха Твоего́ Пресвята́го, наставля́юща, и утвержда́юща, и просвеща́юща, и освяща́юща ду́шы на́шя.
",black,0.0
4618,"<На стихо́вне стихи́ры самогла́сны, гла́с 2:>
",,red,
4619,,"Го́споди, та́инство е́же от веко́в сокрове́нное и от родо́в испо́лнив я́ко Бла́г, прише́л еси́ со ученики́ Твои́ми на го́ру Елео́нскую, име́я Ро́ждшую Тя́ творца́ и все́х Соде́теля: То́й бо в стра́сти Твое́й ма́терски па́че все́х боле́зновавшей, подоба́ше и сла́вою пло́ти Твоея́, премно́гия наслади́тися ра́дости. Ея́же и мы́ причаща́ющеся, е́же на небеса́ восхо́дом Твои́м Влады́ко, вели́кую Твою́ ми́лость на на́с бы́вшую сла́вим.
",black,0.0
4620,"<Сти́х:>
",,red,
4621,,"Роди́лся еси́ я́ко Са́м восхоте́л еси́, яви́лся еси́ я́ко Са́м изво́лил еси́: пострада́л еси́ пло́тию Бо́же на́ш, из ме́ртвых воскре́сл еси́ попра́в сме́рть. Возне́слся еси́ во сла́ве, вся́ческая исполня́яй, и посла́л еси́ на́м Ду́ха Боже́ственнаго, е́же воспева́ти и сла́вити Твое́ Божество́.
",black,0.0
4622,"<Сти́х:>
",,red,
4623,,"Вси́ язы́цы восплещи́те рука́ми:
Восприе́млему Тебе́ Христе́ от горы́ Ма́сличныя, си́лы зря́ще, дру́г дру́гу вопия́ху: Кто́ е́сть Се́й? И глаго́лет к ни́м: Се́й е́сть Держа́вный и Си́льный, Се́й е́сть Си́льный в бра́ни, Се́й е́сть вои́стинну Ца́рь Сла́вы. И почто́ Ему́ червле́ны ри́зы? Из Восо́ра прихо́дит, е́же е́сть пло́ти. Ты́ же Са́м я́ко Бо́г одесну́ю се́д вели́чествия, посла́л еси́ на́м Ду́ха Свята́го, да наста́вит и спасе́т ду́шы на́шя.
",black,0.0
4624,"<Сла́ва и ны́не: гла́с 6:>
",,red,
4625,,"Взы́де Бо́г в воскликнове́нии:
Возне́слся еси́ во сла́ве на горе́ Ма́сличней Христе́ Бо́же, пред Твои́ми ученики́, и се́л еси́ одесну́ю Отца́, вся́ческая исполня́яй Божество́м, и посла́л еси́ и́м Ду́ха Свята́го, просвеща́юща и утвержда́юща, и освяща́юща ду́шы на́шя.
",black,0.0
4626,"<Та́же,>
",,red,
4627,,"Взы́де Бо́г в воскликнове́нии, Госпо́дь во гла́се тру́бне, е́же Вознести́ па́дший о́браз Ада́мов, и посла́ти Ду́ха Уте́шителя, е́же освяти́ти ду́шы на́шя.
",black,0.0
4628,"<И трисвято́е. На благослове́нии хле́бов, тропа́рь пра́здника, гла́с 4:>
",,red,
4629,,"Ны́не отпуща́еши:
",black,0.0
4630,"<три́жды. И чте́ние вели́кое в Дея́ниих святы́х апо́стол.>
",,red,
4631,,"Возне́слся еси́ во сла́ве:
",black,0.0
4632,"<А иде́же не́сть всено́щнаго: по>
",,red,
4633,"<тропа́рь пра́здника еди́ножды. На повече́рии по>
",,red,
4634,,"Ны́не отпуща́еши:
",black,0.0
4635,"<конда́к пра́здника.>
",,red,
4636,,"Досто́йно:
",black,0.0
4637,"<Полу́нощницу пое́м по обы́чаю с кафи́смою. По 1– м трисвято́м, вме́сто, Се́ жени́х: глаго́лем тропа́рь пра́здника. По 2-м трисвято́м, вме́сто,>
",,red,
4638,"<глаго́лем конда́к пра́здника. Та́же,>
",,red,
4639,,"Помяни́ Го́споди, я́ко Бла́г:
",black,0.0
4640,"<12. И отпу́ст. Моли́твы,>
",,red,
4641,,"Го́споди поми́луй.
",black,0.0
4642,"<не глаго́лем. у́трени нача́ло по обы́чаю. И а́бие чте́ц глаго́лет:>
",,red,
4643,,"Помяни́ Го́споди, в наде́жди:
",black,0.0
4644,"<три́жды. и обы́чныя два́ псалма́, 19 и 20. и шестопса́лмие.>
",,red,
4645,,"Прииди́те поклони́мся:
",black,0.0
4646,"## Четверг
",,temp,
4647,"### В четверто́к на У́трени
",,temp,
4648,"<На>
",,red,
4649,"<тропа́рь пра́здника:>
",,red,
4650,,"Бо́г Госпо́дь:
",black,0.0
4651,"<три́жды.>
",,red,
4652,,"Возне́слся еси́ во сла́ве:
",black,0.0
4653,"<По 1-м стихосло́вии седа́лен, гла́с 1.>
",,red,
4654,"<Подо́бен:>
",,red,
4655,"<[Два́жды.]>
",,red,
4656,,"Ка́мени запеча́тану:
А́нгелом дивя́щымся восхо́да стра́нному, и ученико́м ужаса́ющымся стра́шному взы́тия, возше́л еси́ со сла́вою я́ко Бо́г, и врата́ Тебе́ взя́шася Спа́се. Сего́ ра́ди си́лы небе́сныя дивля́хуся вопию́ще: сла́ва снизхожде́нию твоему́ Спа́се, сла́ва ца́рствию Твоему́, сла́ва Вознесе́нию Твоему́, Еди́не Человеколю́бче.
",black,0.0
4657,"<По 2-м стихосло́вии седа́лен, гла́с 3:>
",,red,
4658,"<Подо́бен:>
",,red,
4659,"<[Два́жды.]>
",,red,
4660,,"Красоте́ де́вства:
Преве́чный Бо́г и безнача́льный, е́же восприя́т естество́ челове́ческое, обоготвори́в та́йно дне́сь Вознесе́. А́нгели предтеку́ще апо́столом пока́зоваху Сего́ иду́ща на небеса́ сла́вою мно́гою, Тому́же поклони́вшеся глаго́лаху: сла́ва Бо́гу Возне́сшемуся.
",black,0.0
4661,"<По полиеле́и седа́лен, гла́с 5. Подо́бен:>
",,red,
4662,"<[Два́жды.]>
",,red,
