 ,red_text,black_text,color,temp
7192,Στίχ.,,red,
7193,,"ὁ Θεός, ἐν τοῖς ὠσὶν ἡμῶν ἠκούσαμεν, καὶ οἱ πατέρες ἡμῶν ἀνήγγειλαν ἡμῖν ἔργον, ὃ εἰργάσω ἐν ταῖς ἡμέραις αὐτῶν, ἐν ἡμέραις ἀρχαίαις.",black,
7194,"Κανών α', ᾨδὴ α', τοῦ Πάσχα",,red,
7195,Ἦχος α',,red,
7196,Ὁ Εἱρμὸς,,red,
7197,,"«Ἀναστάσεως ἡμέρα λαμπρυνθῶμεν Λαοί, Πάσχα Κυρίου, Πάσχα· ἐκ γὰρ θανάτου πρὸς ζωήν, καὶ ἐκ γῆς πρὸς οὐρανόν, Χριστὸς ὁ Θεός, ἡμᾶς διεβίβασεν, ἐπινίκιον ᾄδοντας».",black,
7198,,"Καθαρθῶμεν τὰς αἰσθήσεις, καὶ ὀψόμεθα, τῷ ἀπροσίτῳ φωτὶ τῆς ἀναστάσεως, Χριστὸν ἐξαστράπτοντα, καί, Χαίρετε, φάσκοντα, τρανῶς ἀκουσόμεθα, ἐπινίκιον ᾄδοντες.",black,
7199,,"Οὐρανοὶ μὲν ἐπαξίως εὐφραινέσθωσαν, γῆ δὲ ἀγαλλιάσθω, ἑορταζέτω δὲ κόσμος, ὁρατός τε ἅπας καὶ ἀόρατος· Χριστὸς γὰρ ἐγήγερται, εὐφροσύνη αἰώνιος.",black,
7200,"Κανών β', ᾨδὴ α', τῆς Θεοτόκου",,red,
7201,Ἦχος α',,red,
7202,Ἀναστάσεως ἡμέρα,,red,
7203,,"Θανατώσεως τὸν ὅρον ἀνεμόχλευσας, τὴν αἰωνίαν ζωήν, κυοφορήσασα Χριστόν, τὸν ἐκ τάφου ἀναλάμψαντα σήμερον, Παρθένε πανάμωμε, καὶ τὸν κόσμον φωτίσαντα.",black,
7204,,"Ἀναστάντα κατιδοῦσα σὸν Υἱὸν καὶ Θεόν, χαίροις σὺν Ἀποστόλοις, θεοχαρίτωτε ἁγνή, καὶ τὸ Χαῖρε πρωτουργῶς, ὡς πάντων χαρᾶς, αἰτία εἰσδέδεξαι, Θεομῆτορ πανάμωμε.",black,
7205,"Κανών γ', ᾨδὴ α', τῆς Μεσοπεντηκοστῆς",,red,
7206,Ἦχος πλ. δ',,red,
7207,Θάλασσαν ἔπηξας,,red,
7208,,"Ἔθνη κροτήσατε, Ἑβραῖοι θρηνήσατε· ὁ ζωοδότης γὰρ Χριστός, τὰ δεσμὰ διέρρηξε τοῦ ᾍδου καὶ νεκροὺς ἀνέστησε, καὶ νόσους ἐθεράπευσε τῷ λόγῳ. Οὗτος ἐστίν ὁ Θεὸς ἡμῶν, ὁ δοὺς ζωὴν τοῖς πιστεύουσιν ἐν τῷ ὀνόματι αὐτοῦ.",black,
7209,,"Θαῦμα παρέδειξας, τὸ ὕδωρ εἰς οἶνον μετελθών, ὁ ἐν Αἰγύπτῳ ποταμούς, μετατρέψας Δέσποτα εἰς αἷμα, καὶ νεκροὺς ἀνέστησας, σημεῖον τοῦτο δεύτερον τελέσας. Δόξα Σωτὴρ τῇ ἀφάτῳ σου βουλῇ, δόξα τῇ κενώσει σου, δι' ἧς ἐκαίνισας ἡμᾶς.",black,
7210,,"Ῥεῖθρον ἀέναον, ὑπάρχων Κύριε, ζωῆς ἀληθινῆς, σὺ εἶ ἡ ἀνάστασις ἡμῶν, θέλων ἐκοπίασας Σωτήρ μου, καὶ ἑκὼν ἐδίψησας, τοῖς νόμοις τῆς φύσεως ὑπείκων, καὶ εἰς Σιχὰρ ἀφικόμενος σαρκί, τὸ ὕδωρ ἐζήτησας, τῇ Σαμαρείτιδι πιεῖν.",black,
7211,,"Ἄρτους εὐλογήσας, ἰχθύας ἐπλήθυνας, ὁ ἀκατάληπτος Θεός, καὶ λαοὺς ἐχόρτασας ἀφθόνως, καὶ πηγὴν ἀέναον σοφίας, τοῖς διψῶσιν ἐπηγγείλω· Σὺ εἶ, Σωτήρ, ὁ Θεός ἡμῶν, ὁ δοὺς ζωὴν τοῖς πιστεύουσιν ἐν τῷ ὀνόματι τῷ σῷ.",black,
7212,,Δόξα...,black,
7213,,"Τρία συνάναρχα δοξάζω καὶ σύνθρονα, Πατέρα ἄναρχον Θεόν, καὶ Υἱὸν συνάναρχον, καὶ Πνεῦμα συναΐδιον Υἱῷ, τὴν μίαν τρισυπόστατον οὐσίαν, μίαν ἀρχὴν ὑπεράρχιον ὑμνῶν, ἀνάρχου Θεότητος καὶ οὐσιότητος τιμῶ.",black,
7214,,Καὶ νῦν ...,black,
7215,Θεοτοκίον,,red,
7216,,"Μόνη ἐχώρησας τὸν κτίστην τὸν ἴδιον, Θεογεννῆτορ ἐν γαστρί, καὶ σαρκὶ ἐκύησας ἀφράστως, καὶ Παρθένος ἔμεινας, μηδὲν τῆς παρθενίας λυμανθείσης, τοῦτον ἁγνή, ὡς Υἱόν σου καὶ Θεόν, ἀπαύστως ἱκέτευε ὑπὲρ τῆς ποίμνης σου ἀεί.",black,
7217,"Κανών δ', ᾨδὴ α', τῆς Σαμαρείτιδος",,red,
7218,Ἦχος δ',,red,
7219,Ὁ Εἱρμὸς,,red,
7220,,"«Ὁ πατάξας Αἴγυπτον, καὶ Φαραὼ τὸν τύραννον, βυθίσας ἐν θαλάσσῃ, λαὸν διέσωσας δουλείας, Μωσαϊκῶς ᾄδοντα ᾠδὴν ἐπινίκιον· Ὅτι δεδόξασται».",black,
7221,,"Ὁ ταφεὶς ἐγήγερται, ἐν αὐτῷ συνήγειρε τὸ γένος τῶν ἀνθρώπων, ἀγαλλιάσθω πᾶσα κτίσις, καὶ νοηταὶ σήμερον, ῥανάτωσαν νεφέλαι, δικαιοσύνην σαφῶς.",black,
7222,,"Ὁ σταυρὸν ἑκούσιον, σαρκὶ καταδεξάμενος, τριήμερος ἀνέστης ἐκ τῶν νεκρῶν, ᾍδου ταμεῖα, ζωαρχικὲ Κύριε, κενώσας καὶ ἐξάξας, πεπεδημένας ψυχάς.",black,
7223,,"Τῇ μορφῇ ἀστράπτοντα, αἱ Μυροφόροι βλέψασαι, τὸν Ἄγγελον ἐν φόβῳ, ἐκ τοῦ μνημείου ὑπεχώρουν, τὴν δὲ Χριστοῦ Ἔγερσιν μαθοῦσαι σπεύδουσι τοῖς Μαθηταῖς.",black,
7224,,"Ὁ στεγάζων ἐν ὕδασι, τὰ ὑπερῷα Κύριε, ὕδωρ ζωῆς ὑπάρχων, τῇ Σαμαρείτιδι αἰτούσῃ, τὰ σὰ σεπτὰ νάματα παρέσχες, ἐπιγνούσῃ τὴν εὐσπλαγχνίαν σου.",black,
7225,,Δόξα...,black,
7226,,"Τριάς, τοὺς πίστει σε, εἰλικρινεῖ δοξάζοντας, Πάτερ, Υἱέ, καὶ Πνεῦμα, ὡς ποιητὴς τῶν ὅλων σῷζε, καὶ ἱλασμὸν δώρησαι, ἡμῖν ἁμαρτημάτων ὡς ὑπεράγαθος.",black,
7227,,Καὶ νῦν...,black,
7228,Θεοτοκίον,,red,
7229,,"Χαῖρε θρόνε πύρινε, χαῖρε λυχνία πάγχρυσε, χαῖρε φωτὸς νεφέλη, χαῖρε παλάτιον τοῦ Λόγου, καὶ νοητὴ τράπεζα, ἄρτον ζωῆς ἀξίως, Χριστὸν βαστάσασα.",black,
7230,Καταβασία,,red,
7231,,"«Ἀναστάσεως ἡμέρα, λαμπρυνθῶμεν Λαοί, Πάσχα Κυρίου, Πάσχα· ἐκ γὰρ θανάτου πρὸς ζωήν, καὶ ἐκ γῆς πρὸς οὐρανόν, Χριστὸς ὁ Θεός, ἡμᾶς διεβίβασεν, ἐπινίκιον ᾄδοντας».",black,
7232,"Κανών α', ᾨδὴ γ', τοῦ Πάσχα",,red,
7233,Ἦχος α',,red,
7234,Ὁ Εἱρμὸς,,red,
7235,,"«Δεῦτε πόμα πίωμεν καινόν, οὐκ ἐκ πέτρας ἀγόνου τερατουργούμενον, ἀλλ' ἀφθαρσίας πηγήν, ἐκ τάφου ὀμβρήσαντος Χριστοῦ, ἐν ᾧ στερεούμεθα».",black,
7236,,"Νῦν πάντα πεπλήρωται φωτός, οὐρανός τε καὶ γῆ, καὶ τὰ καταχθόνια· ἑορταζέτω γοῦν πᾶσα κτίσις, τὴν Ἔγερσιν Χριστοῦ, ἐν ᾗ ἐστερέωται.",black,
7237,,"Χθὲς συνεθαπτόμην σοι Χριστὲ συνεγείρομαι σήμερον ἀναστάντι σοι, συνεσταυρούμην σοι χθὲς, αὐτός με συνδόξασον Σωτήρ, ἐν τῇ βασιλείᾳ σου.",black,
7238,"Κανών β', ᾨδὴ γ', τῆς Θεοτόκου",,red,
7239,Ἦχος α',,red,
7240,Δεῦτε πόμα πίωμεν καινόν,,red,
7241,,"Ἐπὶ τὴν ἀκήρατον ζωήν, ἐπανέρχομαι σήμερον ἀγαθότητι, τοῦ γεννηθέντος ἐκ σοῦ, καὶ πᾶσι τοῖς πέρασιν Ἁγνή, τὸ φέγγος ἀστράψαντος.",black,
7242,,"Θεὸν ὃν ἐκύησας σαρκί, ἐκ νεκρῶν καθὼς εἶπεν ἐξεγειρόμενον, θεασαμένη Ἁγνή, χόρευε, καὶ τοῦτον, ὡς Θεόν, ἄχραντε μεγάλυνε.",black,
7243,"Κανών γ', ᾨδὴ γ', τῆς Μεσοπεντηκοστῆς",,red,
7244,Ἦχος πλ. δ',,red,
7245,Ἐστερεώθη ἡ καρδία μου,,red,
7246,,"Μὴ τὴν κατ' ὄψιν κρίσιν κρίνετε Ἰουδαῖοι, διδάσκων ἔλεγεν ὁ Δεσπότης· ὡς ἐπέστη τῷ ἱερῷ, καθὼς γέγραπται, μεσούσης τῆς νομικῆς ἑορτῆς.",black,
7247,,"Μὴ τὴν κατ' ὄψιν κρίσιν κρίνετε Ἰουδαῖοι· Χριστὸς γὰρ ἦλθεν, ὅνπερ ἐκάλουν οἱ Προφῆται, ἐκ Σιὼν ἐλευσόμενον, καὶ κόσμον ἀνακαλούμενον.",black,
7248,,"Εἰ καὶ τοῖς λόγοις οὐ πιστεύετε Ἰουδαῖοι, τοῖς ἔργοις πείσθητε τοῦ Δεσπότου· τί πλανᾶσθε ἀθετοῦντες τὸν ἅγιον, ὃν ἔγραψεν ἐν τῷ νόμῳ Μωσῆς;",black,
7249,,"Εἰ τὸν Μεσσίαν πάντως δεῖ ἐλθεῖν Ἰουδαῖοι, Χριστὸς δὲ ἦλθε ὁ νῦν Μεσσίας, τί πλανᾶσθε ἀθετοῦντες τὸν Δίκαιον, ὃν ἔγραψεν ἐν τῷ νόμῳ Μωσῆς;",black,
7250,,Δόξα...,black,
7251,,"Σὲ προσκυνοῦμεν Πάτερ ἄναρχε τῇ οὐσίᾳ, ὑμνοῦμεν ἄναρχον τὸν Υἱόν σου, καὶ τὸ Πνεῦμα εὐσεβῶς τὸ πανάγιον, ὡς ἕνα τὰ Τρία φύσει Θεόν.",black,
7252,,Καὶ νῦν ...,black,
7253,Θεοτοκίον,,red,
7254,,"Εἷς τῆς Τριάδος ὤν, γενόμενος σάρξ ὡράθης, οὐ τρέψας Κύριε τὴν οὐσίαν, οὐδὲ φλέξας τῆς τεκούσης τὴν ἄφθορον γαστέρα, Θεὸς ὢν ὅλος καὶ πῦρ.",black,
7255,"Κανών δ', ᾨδὴ γ', τῆς Σαμαρείτιδος",,red,
7256,Ἦχος δ',,red,
7257,Ὁ Εἱρμὸς,,red,
7258,,"«Ἐστερεώθη ἡ καρδία μου ἐν Κυρίῳ, τῷ διδόντι εὐχὴν τῷ εὐχομένῳ, ὅτι τόξον δυνατὸν ἠσθένησε, καὶ οἱ ἀσθενοῦντες περιεζώσαντο δύναμιν».",black,
7259,,"Ἐθελουσίως ἐπὶ ξύλου ὑψώθης Λόγε, καὶ ὁρῶσαι ἐρρήγνυντο αἱ πέτραι, καὶ ἡ κτίσις ἐκλονεῖτο ἅπασα, καὶ νεκροὶ ἐκ τῶν τάφων, ὡς ὕπνου ἐξηγείροντο.",black,
7260,,"Μετὰ ψυχῆς σε πρὸς τὸν ᾍδῃν ἐλθόντα Λόγε, κατιδοῦσαι πᾶσαι ψυχαὶ δικαίων, αἰωνίων δεσμῶν ἀπελύοντο, ἀνυμνολογοῦσαι, τὴν ὑπὲρ νοῦν δυναστείαν σου.",black,
7261,,"Τί ἐκθαμβεῖσθε; τί ἐν τάφῳ ὑμεῖς ζητεῖτε, μετὰ μύρων Γυναῖκες τὸν Δεσπότην; ἐξηγέρθη, καὶ κόσμον συνήγειρεν. Ἄγγελος ἀστράπτων, ταῖς Μυροφόροις ἐφθέγγετο.",black,
7262,,"Ζωὴ ὑπάρχων, καὶ πηγὴ τῆς ἀθανασίας, ἐκαθέσθης πρὸς τῇ πηγῇ, Οἰκτίρμον, καὶ τῶν σῶν αἰτησαμένην, ἔπλησας, πανσόφων ναμάτων Σαμαρεῖτιν ὑμνοῦσάν σε.",black,
7263,,Δόξα...,black,
7264,,"Εἷς ἐπὶ πάντων ἐν Τριάδι Θεὸς ὑμνεῖται, ὁ Πατήρ, καὶ ὁ Υἱὸς καὶ θεῖον Πνεῦμα, φόβῳ ὃν δοξάζει οὐρανῶν τὰ τάγματα, τρανῶς ἐκβοῶντα· Ἅγιος, Ἅγιος, Ἅγιος εἶ εἰς τοὺς αἰῶνας.",black,
7265,,Καὶ νῦν...,black,
7266,Θεοτοκίον,,red,
7267,,"Ἀνερμηνεύτως συλλαβοῦσα ἐν τῇ γαστρί σου, τὸν τῶν ὅλων Θεὸν Παρθενομῆτορ, ὑπὲρ ἔννοιαν καὶ λόγον τέτοκας, μείνασα παρθένος, ὡς πρὸ τοῦ τόκου Θεόνυμφε.",black,
7268,Καταβασία,,red,
7269,,"«Δεῦτε πόμα πίωμεν καινόν, οὐκ ἐκ πέτρας ἀγόνου τερατουργούμενον, ἀλλ' ἀφθαρσίας πηγήν, ἐκ τάφου ὀμβρήσαντος Χριστοῦ, ἐν ᾧ στερεούμεθα».",black,
7270,Κοντάκιον τῆς Μεσοπεντηκοστῆς,,red,
7271,Ἦχος δ',,red,
7272,Ὁ ὑψωθεὶς ἐν τῷ Σταυρῷ,,red,
7273,,"Τῆς ἑορτῆς τῆς νομικῆς μεσαζούσης, ὁ τῶν ἁπάντων Ποιητὴς καὶ Δεσπότης, πρὸς τοὺς παρόντας ἔλεγες, Χριστὲ ὁ Θεός· Δεῦτε καὶ ἀρύσασθε, ὕδωρ ἀθανασίας· ὅθεν σοι προσπίπτομεν, καὶ πιστῶς ἐκβοῶμεν· τοὺς οἰκτιρμούς σου δώρησαι ἡμῖν·",black,
7274,Κάθισμα τῆς Σαμαρείτιδος,,red,
7275,Ἦχος δ',,red,
7276,Ὁ ὑψωθεὶς ἐν τῷ Σταυρῷ,,red,
7277,,"Ἀγαλλιάσθω οὐρανός, χορευέτω τὰ ἐπὶ γῆς, ὅτι Χριστὸς ἐκ Παρθένου, ἐπιφανεὶς ὡς ἄνθρωπος ἐρρύσατο φθορᾶς, ἄπαν τὸ ἀνθρώπινον, τῷ ἰδίῳ θανάτῳ· θαύμασιν ἐκλάμψας δέ, γυναικὶ Σαμαρείτιδι ὕδωρ αἰτῶν παρέχει τὴν πηγήν, τῶν ἰαμάτων, ὡς μόνος ἀθάνατος.",black,
7278,,Δόξα... Καὶ νῦν...,black,
7279,Τῆς Μεσοπεντηκοστῆς Ὅμοιον,,red,
7280,,"Ὁ τῆς σοφίας χορηγὸς καὶ Δεσπότης, τῆς ἑορτῆς τῆς νομικῆς ἐπιστάσης, ἐν ἱερῷ καθήμενος ἐδίδασκες, λέγων οὕτως ἅπασιν· Ἔρχεσθε οἱ διψῶντες, πίετε τοῦ νάματος, οὗ ἐγὼ νῦν παρέχω· δι' οὗ ζωῆς ἐνθέου καὶ τρυφῆς, ἐπαπολαύσετε πάντες οἱ ἄνθρωποι.",black,
7281,"Κανών α', ᾨδὴ δ', τοῦ Πάσχα",,red,
7282,Ἦχος α',,red,
7283,Ὁ Εἱρμὸς,,red,
7284,,"«Ἐπὶ τῆς θείας φυλακῆς ὁ θεηγόρος Ἀββακούμ, στήτω μεθ' ἡμῶν καὶ δεικνύτω, φαεσφόρον Ἄγγελον, διαπρυσίως λέγοντα· Σήμερον σωτηρία τῷ κόσμῳ, ὅτι ἀνέστη Χριστός ὡς παντοδύναμος».",black,
7285,,"Ἄρσεν μέν, ὡς διανοῖξαν, τὴν παρθενεύουσαν νηδύν, πέφηνε Χριστός, ὡς βροτὸς δέ, ἀμνὸς προσηγόρευται, ἄμωμος δέ, ὡς ἄγευστος κηλῖδος, τὸ ἡμέτερον Πάσχα, καὶ ὡς Θεὸς ἀληθής, τέλειος λέλεκται.",black,
7286,,"Ὡς ἐνιαύσιος ἀμνός, ὁ εὐλογούμενος ἡμῖν, στέφανος χρηστὸς ἑκουσίως, ὑπὲρ πάντων τέθυται, Πάσχα τὸ καθαρτήριον, καὶ αὖθις ἐκ τοῦ τάφου ὡραῖος, δικαιοσύνης ἡμῖν ἔλαμψεν ἥλιος.",black,
7287,,"Ὁ θεοπάτωρ μὲν Δαυΐδ, πρὸ τῆς σκιώδους κιβωτοῦ ἥλατο σκιρτῶν, ὁ λαὸς δὲ τοῦ Θεοῦ ὁ ἅγιος, τὴν τῶν συμβόλων ἔκβασιν, ὁρῶντες, εὐφρανθῶμεν ἐνθέως, ὅτι ἀνέστη Χριστὸς ὡς παντοδύναμος.",black,
7288,"Κανών β', ᾨδὴ δ', τῆς Θεοτόκου",,red,
7289,Ἦχος α',,red,
7290,Ἐπὶ τῆς θείας φυλακῆς,,red,
7291,,"Ὁ διαπλάσας τὸν Ἀδάμ, τὸν σὸν προπάτορα Ἁγνή, πλάττεται ἐκ σοῦ, καὶ θανάτῳ, τῷ οἰκείῳ ἔλυσε, τὸν δι' ἐκείνου θάνατον σήμερον, καὶ κατηύγασε πάντας, ταῖς θεϊκαῖς ἀστραπαῖς τῆς Ἀναστάσεως.",black,
7292,,"Ὃν ἀπεκύησας Χριστόν, ὡραιοτάτως ἐκ νεκρῶν, λάμψαντα Ἁγνὴ καθορῶσα, ἡ καλὴ καὶ ἄμωμος, ἐν γυναιξὶν ὡραία τε, σήμερον εἰς πάντων σωτηρίαν, σὺν Ἀποστόλοις αὐτὸν χαίρουσα, δόξαζε.",black,
7293,"Κανών γ', ᾨδὴ δ', τῆς Μεσοπεντηκοστῆς",,red,
7294,Ἦχος πλ. δ',,red,
7295,Ὁ Προφήτης Ἀββακοὺμ,,red,
7296,,"Εἰ Μεσσίαν δεῖ ἐλθεῖν, ὁ δὲ Μεσσίας Χριστός ἐστι, παράνομοι; τὶ ἀπιστεῖτε αὐτῷ; ἰδοὺ παραγέγονε, καὶ μαρτυρεῖ ἃ αὐτὸς ποιεῖ, τὸ ὕδωρ οἶνον ἐποίησε, Παράλυτον λόγῳ συνέσφιγξεν.",black,
7297,,"Μὴ συνιέντες τὰς Γραφάς, πλανᾶσθε πάντες ὑμεῖς Ἑβραῖοι ἄνομοι· ὄντως γὰρ ἦλθε Χριστός, καὶ πάντας ἐφώτισε, καὶ ἐν ὑμῖν ἔδειξε πολλὰ σημεῖα καὶ τεράστια, καὶ μάτην ἀρνεῖσθε τὴν ὄντως ζωήν.",black,
7298,,"Ἓν ἔργον ἔδειξα ἡμῖν, καὶ πάντες ἤδη θαυμάζετε, ἀνέκραζε τοῖς Ἰουδαίοις Χριστός, ὑμεῖς περιτέμνετε, καὶ ἐν Σαββάτῳ ἄνθρωπον, φησίν, ἐμοὶ δὲ τί ἐγκαλεῖτε λοιπόν, ἐγείραντι λόγῳ Παράλυτον;",black,
7299,,"Ἔργα ἐποίησα πολλά, καὶ διὰ ποῖον ἔργον λιθάζετέ με; τοῖς Ἰουδαίοις Χριστός, ἐλέγχων ἀνέκραζεν· ὅτι ἄνθρωπον ὑγιῆ ὅλον λόγῳ ἐποίησα; μὴ κρίνετε κατ' ὄψιν ἄνθρωποι.",black,
7300,,"Ἐν Ἀποστόλοις ἐνεργῶν, καὶ ἐν Προφήταις αὐτὸς ἐπαναπαυόμενος, μετὰ τοῦ Πνεύματος, τὸ ἄχραντον γέννημα, τῆς πατρικῆς φύσεως Χριστέ, τὰ ἔθνη πρὸς σὴν ἐπίγνωσιν, ἀνῆγες τῶν σημείων σου.",black,
7301,,Δόξα...,black,
7302,,"Τριὰς ἀμέριστε μονάς, ἄναρχε Πάτερ, Υἱέ, καὶ Πνεῦμα ἅγιον ἡ ἐν μονάδι Τριάς, ὁμότιμε, σύνθρονε, ζωοποιέ, ἄκτιστε Θεέ, σῷζε τοὺς ἀνυμνοῦντάς σε, καὶ ῥῦσαι κινδύνων καὶ θλίψεων.",black,
7303,,Καὶ νῦν ...,black,
7304,Θεοτοκίον,,red,
7305,,"Ἡ ἐν γαστρί σου τὸν Θεόν, ἀπεριγράπτως χωρήσασα Θεόνυμφε, Παρθενομῆτορ ἁγνὴ μὴ παύσῃ πρεσβεύουσα ὑπὲρ ἡμῶν, ὅπως διὰ σοῦ ῥυσθῶμεν τῶν περιστάσεων· πρός σὲ γὰρ ἀεὶ καταφεύγομεν.",black,
7306,"Κανών δ', ᾨδὴ δ', τῆς Σαμαρείτιδος",,red,
7307,Ἦχος δ',,red,
7308,Ὁ Εἱρμὸς,,red,
7309,,"«Εἰσακήκοα Κύριε, τὴν ἀκοήν σου καὶ ἐφοβήθην, κατενόησα τὰ ἔργα σου καὶ ἐξέστην, ὅτι τῆς σῆς αἰνέσεως πλήρης ἡ γῆ».",black,
7310,,"Οἱ οὐρανοὶ εὐφραινέσθωσαν, ἑορταζέτω ἡ κτίσις πᾶσα, ἐξεγήγερται ὁ Κύριος καὶ ἐφάνη, πᾶσι τοῖς σοφοῖς Ἀποστόλοις αὐτοῦ.",black,
7311,,"Κατεπόθη σου θάνατε, ἡ δυναστεία, Χριστοῦ θανέντος, οἱ νεκροὶ ὡς ἐκ θαλάμων, τῇ Ἐγέρσει τούτου, ἐκ τῶν τάφων προήλθοσαν.",black,
7312,,"Τί θρηνεῖτε ὦ γύναια; τί μετὰ μύρων ἐπιζητεῖτε τὸν ἀθάνατον; ἐγήγερται, καθὼς εἶπεν, ἔφη Μυροφόροις ὁ Ἄγγελος.",black,
7313,,"Σαμαρείτιδι Κύριε, αἰτησαμένη παρέσχες ὕδωρ τὴν ἐπίγνωσιν τοῦ κράτους σου· ὅθεν εἰς αἰῶνας, οὐ διψᾷ ἀνυμνοῦσά σε.",black,
7314,,Δόξα...,black,
7315,,"Ὦ Τριὰς ὑπερούσιε, Πάτερ, καὶ Λόγε καὶ θεῖον Πνεῦμα, ὁμοδύναμε, συνάναρχε, σῶσον ἡμᾶς πάντας, τοὺς πιστῶς ἀνυμνοῦντάς σε.",black,
7316,,Καὶ νῦν...,black,
7317,Θεοτοκίον,,red,
7318,,"Ἀκατάφλεκτον βάτον σε, ὁ νομοθέτης ἑώρα πάλαι, Δανιὴλ δὲ ὄρος ἅγιον κατενόει, μόνη Μητροπάρθενε Δέσποινα.",black,
7319,Καταβασία,,red,
7320,,"«Ἐπὶ τῆς θείας φυλακῆς, ὁ θεηγόρος Ἀββακούμ, στήτω μεθ' ἡμῶν καὶ δεικνύτω, φαεσφόρον Ἄγγελον, διαπρυσίως λέγοντα· Σήμερον σωτηρία τῷ κόσμῳ, ὅτι ἀνέστη Χριστός ὡς παντοδύναμος».",black,
7321,"Κανών α', ᾨδὴ ε', τοῦ Πάσχα",,red,
7322,Ἦχος α',,red,
7323,Ὁ Εἱρμὸς,,red,
7324,,"«Ὀρθρίσωμεν ὄρθρου βαθέος, καὶ ἀντὶ μυρου τὸν ὕμνον προσοίσομεν τῷ Δεσπότῃ, καὶ Χριστὸν ὀψόμεθα, δικαιοσύνης ἥλιον, πᾶσι ζωὴν ἀνατέλλοντα».",black,
7325,,"Τὴν ἄμετρόν σου εὐσπλαγχνίαν, οἱ ταῖς τοῦ ᾍδου σειραῖς, συνεχόμενοι δεδορκότες, πρὸς τὸ φῶς ἠπείγοντο Χριστέ, ἀγαλλομένῳ ποδί, Πάσχα κροτοῦντες αἰώνιον.",black,
7326,,"Προσέλθωμεν λαμπαδηφόροι, τῷ προϊόντι Χριστῷ ἐκ τοῦ μνήματος, ὡς νυμφίῳ, καὶ συνεορτάσωμεν ταῖς φιλεόρτοις τάξεσι, Πάσχα Θεοῦ τὸ σωτήριον.",black,
7327,"Κανών β', ᾨδὴ ε', τῆς Θεοτόκου",,red,
7328,Ἦχος α',,red,
7329,Ὀρθρίσωμεν ὄρθρου βαθέος,,red,
7330,,"Φωτίζεται θείαις ἀκτῖσι, καὶ ζωηφόροις ταῖς τῆς Ἀναστάσεως τοῦ Υἱοῦ σου, Θεομῆτορ ἄχραντε, καὶ χαρμονῆς ἐμπίπλαται, τῶν εὐσεβῶν ἡ ὁμήγυρις.",black,
7331,,"Οὐκ ἤνοιξας πύλας Παρθένου, ἐν τῷ σαρκοῦσθαι· μνήματος οὐκ ἔλυσας τὰς σφραγῖδας, Βασιλεῦ τῆς κτίσεως· ὅθεν ἐξαναστάντα σε, θεασαμένη ἠγάλλετο.",black,
7332,"Κανών γ', ᾨδὴ ε', τῆς Μεσοπεντηκοστῆς",,red,
7333,Ἦχος πλ. δ',,red,
7334,"Κύριε, ὁ Θεὸς ἡμῶν",,red,
7335,,"Θαύμασι κατεκόσμησας, τούς, Ἀποστόλους σου, τέρασιν ἐμεγάλυνας τοὺς Μαθητὰς ἐν παντὶ τῷ κόσμῳ, δοξάσας Σωτὴρ ἡμῶν, καὶ δοὺς αὐτοῖς τὴν βασιλείαν σου.",black,
7336,,"Ἅπαντα κατεφώτισαν, τῆς γῆς τὰ πέρατα θαύματι καὶ διδάγμασιν οἱ Μαθηταί, καὶ ποικίλοις τρόποις, τὸν λόγον κηρύξαντες, Χριστὲ Σωτὴρ τῆς βασιλείας σου.",black,
7337,,"Αἴνεσιν ἀναπέμπομεν τῇ βασιλείᾳ σου, ὕμνον σοι δὲ προσάγομεν, τῷ δι' ἡμᾶς ἐπὶ γῆς ὀφθέντι, καὶ κόσμον φωτίσαντι καὶ τὸν Ἀδὰμ ἀνακαλέσαντι.",black,
7338,,Δόξα...,black,
7339,,"Δόξα σοι Πάτερ ἅγιε, Θεὲ ἀγέννητε, δόξα σοι Λόγε ἄχρονε μονογενές, δόξα σοι τὸ Πνεῦμα, τὸ θεῖον καὶ σύνθρονον, καὶ ὁμοούσιον Πατρὶ καὶ Υἱῷ.",black,
7340,,Καὶ νῦν ...,black,
7341,Θεοτοκίον,,red,
7342,,"Γέγονεν ἡ κοιλία σου ἁγία τράπεζα, ἔχουσα τὸν οὐράνιον ἄρτον, ἐξ οὗ πᾶς ὁ τρώγων, οὐ θνῄσκει, ὡς ἔφησεν, ὁ τοῦ παντὸς Θεογεννῆτορ τροφεύς.",black,
7343,"Κανών δ', ᾨδὴ ε', τῆς Σαμαρείτιδος",,red,
7344,Ἦχος δ',,red,
7345,Ὁ Εἱρμὸς,,red,
7346,,"Ἀνάτειλόν μοι Κύριε, τὸ φῶς τῶν προσταγμάτων σου, ὅτι πρὸς σὲ Χριστέ, τὸ πνεῦμά μου ὀρθρίζει, καὶ ὑμνεῖ σε· σὺ γὰρ εἶ Θεὸς ἡμῶν καὶ πρὸς σὲ κατέφυγον, τῆς εἰρήνης βασιλεῦ.",black,
7347,,"Τὸ μνῆμά σου τὸ ἅγιον, καταλαβοῦσαι ὄρθριαι, αἱ Μυροφόροι, ἐξαστράπτοντα κατεῖδον νεανίαν, καὶ ἐνεθαμβήθησαν, τὴν σὴν διδασκόμεναι, θείαν Ἔγερσιν Χριστέ.",black,
