,red_text,black_text,color,temp,service
5444,"Κανών α', ᾨδὴ ε', τοῦ Πάσχα",,red,,
5445,Ἦχος α',,red,,
5446,Ὁ Εἱρμὸς,,red,,
5447,,"«Ὀρθρίσωμεν ὄρθρου βαθέος, καὶ ἀντὶ μυρου τὸν ὕμνον προσοίσομεν τῷ Δεσπότῃ, καὶ Χριστὸν ὀψόμεθα, δικαιοσύνης ἥλιον, πᾶσι ζωὴν ἀνατέλλοντα».",black,,
5448,,"Τὴν ἄμετρόν σου εὐσπλαγχνίαν, οἱ ταῖς τοῦ ᾍδου σειραῖς, συνεχόμενοι δεδορκότες, πρὸς τὸ φῶς ἠπείγοντο Χριστέ, ἀγαλλομένῳ ποδί, Πάσχα κροτοῦντες αἰώνιον.",black,,
5449,,"Προσέλθωμεν λαμπαδηφόροι, τῷ προϊόντι Χριστῷ ἐκ τοῦ μνήματος, ὡς νυμφίῳ, καὶ συνεορτάσωμεν ταῖς φιλεόρτοις τάξεσι, Πάσχα Θεοῦ τὸ σωτήριον.",black,,
5450,"Κανών β', ᾨδὴ ε', τῆς Θεοτόκου",,red,,
5451,Ἦχος α',,red,,
5452,Ὀρθρίσωμεν ὄρθρου βαθέος,,red,,
5453,,"Φωτίζεται θείαις ἀκτῖσι, καὶ ζωηφόροις ταῖς τῆς Ἀναστάσεως τοῦ Υἱοῦ σου, Θεομῆτορ ἄχραντε, καὶ χαρμονῆς ἐμπίπλαται, τῶν εὐσεβῶν ἡ ὁμήγυρις.",black,,
5454,,"Οὐκ ἤνοιξας πύλας Παρθένου, ἐν τῷ σαρκοῦσθαι· μνήματος οὐκ ἔλυσας τὰς σφραγῖδας, Βασιλεῦ τῆς κτίσεως· ὅθεν ἐξαναστάντα σε, θεασαμένη ἠγάλλετο.",black,,
5455,"Κανών γ', ᾨδὴ ε', τοῦ Παραλύτου",,red,,
5456,Ἦχος γ',,red,,
5457,Ὁ Εἱρμὸς,,red,,
5458,,"«Φωτὶ τῷ ἀνεσπέρῳ σου Χριστέ, καταύγασον τὴν ταπεινήν μου ψυχήν, καὶ ὁδήγησον εἰς τὸν φόβον σου· διότι φῶς τὰ προστάγματά σου».",black,,
5459,,"Ὑψώθης ἐπὶ ξύλου τοῦ Σταυροῦ, καὶ κόσμον ἅπαντα συνανύψωσας, καὶ γενόμενος ἐν νεκροῖς ὁ Θεός, νεκροὺς ἐγείρεις τοὺς ἀπ' αἰῶνος.",black,,
5460,,"Ἀνέστη καθὼς εἶπεν ὁ Χριστός, κενώσας ἅπαντα ᾍδου τὰ βασίλεια, καὶ ὀπτάνεται Ἀποστόλοις, χαρᾶς μεταδιδοὺς διαιωνιζούσης.",black,,
5461,,"Λευκείμων καθωράθη γυναιξίν, ἀστράπτων Ἄγγελος, φάσκων· Μὴ κλαίετε, ἡ ζωὴ ἡμῶν ἐξεγήγερται, τοὺς ἐν τοῖς τάφοις νεκροὺς ζωώσας.",black,,
5462,,"Παράλυτον ὡς ἤγειρας Χριστέ, τὴν παρειμένην μου ψυχὴν ὑγίωσον, παραβάσεσι, καὶ βαδίζειν με τὰς σὰς ὀρθὰς εὐόδωσον τρίβους.",black,,
5463,,"Ἀγγέλων ἀρχηγέτα Μιχαήλ, τὸν ἀθροιζόμενον ἐν τῷ τεμένει σου λαὸν σήμερον, καὶ κηρύττοντα τὰ τοῦ Θεοῦ, σῷζε μεγαλεῖα.",black,,
5464,,Δόξα...,black,,
5465,,"Ἰσότιμος τρισάριθμος μονάς, διαιρουμένη μὲν πιστῶς ταῖς ὑποστάσεσιν, ἑνουμένη δὲ φύσει πέφυκε, Πατήρ, Υἱὸς καὶ τὸ θεῖον Πνεῦμα.",black,,
5466,,Καὶ νῦν ...,black,,
5467,Θεοτοκίον,,red,,
5468,,"Τὴν ἄσπορον λοχείαν σου Ἁγνή, τὴν ἀκατάληπτον ὑμνοῦμεν γέννησιν, μακαρίζοντες ὡς Μητέρα σε, τοῦ ποιητοῦ πάντων καὶ Δεσπότου.",black,,
5469,Καταβασία,,red,,
5470,,"«Ὀρθρίσωμεν ὄρθρου βαθέος, καὶ ἀντὶ μύρου τὸν ὕμνον προσοίσωμεν τῷ Δεσπότῃ, καὶ Χριστὸν ὀψόμεθα, δικαιοσύνης ἥλιον, πᾶσι ζωὴν ἀνατέλλοντα».",black,,
5471,"Κανών α', ᾨδὴ ς', τοῦ Πάσχα",,red,,
5472,Ἦχος α',,red,,
5473,Ὁ Εἱρμὸς,,red,,
5474,,"«Κατῆλθες ἐν τοῖς κατωτάτοις τῆς γῆς, καὶ συνέτριψας μοχλοὺς αἰωνίους, κατόχους πεπεδημένων Χριστέ, καὶ τριήμερος ὡς ἐκ κήτους Ἰωνᾶς, ἐξανέστης τοῦ τάφου».",black,,
5475,,"Φυλάξας τὰ σήμαντρα σῷα Χριστέ, ἐξηγέρθης τοῦ τάφου, ὁ τὰς κλεῖς τῆς Παρθένου μὴ λυμηνάμενος ἐν τῷ τόκῳ σου, καὶ ἀνέῳξας ἡμῖν, Παραδείσου τὰς πύλας.",black,,
5476,,"Σῶτέρ μου τὸ ζῶν τε καὶ ἄθυτον, ἱερεῖον, ὡς Θεός, σεαυτὸν ἑκουσίως, προσαγαγὼν τῷ Πατρί, συνανέστησας, παγγενῆ τὸν Ἀδάμ, ἀναστὰς ἐκ τοῦ τάφου.",black,,
5477,"Κανών β', ᾨδὴ ς', τῆς Θεοτόκου",,red,,
5478,Ἦχος α',,red,,
5479,Κατῆλθες ἐν τοῖς κατωτάτοις τῆς γῆς,,red,,
5480,,"Ἀνῆκται τὸ πάλαι κρατούμενον, τῷ θανάτῳ καὶ φθορᾷ, διὰ τοῦ σαρκωθέντος, ἐκ σῆς ἀχράντου γαστρὸς πρὸς τὴν ἄφθαρτον, καὶ ἀΐδιον ζωήν, Θεοτόκε Παρθένε.",black,,
5481,,"Κατῆλθεν ἐν τοῖς κατωτάτοις τῆς γῆς ὁ λαγόσι σου Ἁγνή, κατελθὼν καὶ οἰκήσας, καὶ σαρκωθεὶς ὑπὲρ νοῦν καὶ συνήγειρεν, ἑαυτῷ τὸν Ἀδάμ, ἀναστὰς ἐκ τοῦ τάφου.",black,,
5482,"Κανών γ', ᾨδὴ ς', τοῦ Παραλύτου",,red,,
5483,Ἦχος γ',,red,,
5484,Ὁ Εἱρμὸς,,red,,
5485,,"«Βυθός μοι τῶν παθῶν ἐπανέστη, καὶ ζάλη ἐναντίων ἀνέμων· ἀλλὰ προφθάσας με σύ, σῶσον Σωτήρ, καὶ ῥῦσαι φθορᾶς, ὡς ἔσωσας τοῦ θηρὸς τὸν Προφήτην».",black,,
5486,,"Ὑψώθης ἑκουσίως ἐν ξύλῳ, ἐτέθης ὡς νεκρὸς ἐν μνημείῳ, καί τοὺς ἐν ᾍδῃ νεκρούς, πάντας ὁμοῦ ζωώσας Χριστέ, ἀνέστησας θεϊκῇ δυναστείᾳ.",black,,
5487,,"Ὁ ᾍδης συναντήσας σοι κάτω, οἰκτίρμον ἐπικράνθη, δεσμώτας, ἀποδιδοὺς ἐν σπουδῇ, σοῦ τὴν φρικτὴν ὑμνοῦντας Σωτὴρ Ἀνάστασιν, ἐν φωναῖς ἀσιγήτοις.",black,,
5488,,"Οἱ θεῖοι Μαθηταὶ κατιδόντες ἐκ τάφου, τὴν ζωὴν τῶν ἁπάντων, ἐγηγερμένον Χριστὸν πόθῳ πολλῷ, καὶ γνώμῃ εὐθεῖ, καὶ θυμηδίᾳ ψυχῆς προσεκύνουν.",black,,
5489,,"Ὁ πάλαι ἐπὶ κλίνης ὀδύνης, ἐν χρόνοις κατακείμενος πλείστοις, τῇ σῇ προστάξει Χριστέ, ἀρτιωθεὶς δοξάζει, ὑμνῶν τὴν εὐπλαγχνίαν, τὴν σὴν ζωοδότα.",black,,
5490,,"Ἀγγέλων Μιχαὴλ ἀρχηγέτα, τῷ θρόνῳ παρεστὼς τοῦ Δεσπότου, πάρεσο μέσον ἡμῶν, καθοδηγῶν πρὸς τρίβους ζωῆς, τοὺς σὲ προστάτην, θερμὸν κεκτημένους.",black,,
5491,,Δόξα...,black,,
5492,,"Τριάδα τοῖς προσώποις σε σέβω, μονάδα τῇ οὐσίᾳ κηρύττω, ἄναρχε Πάτερ, Υἱέ, Πνεῦμα εὐθές, Θεὲ τοῦ παντός, μετὰ τῶν ἄνω φρικτῶν στρατευμάτων.",black,,
5493,,Καὶ νῦν ...,black,,
5494,Θεοτοκίον,,red,,
5495,,"Ὁ πάντα θείῳ νεύματι φέρων, κρατεῖται Θεοτόκε Παρθένε, ἐν ταῖς ἀγκάλαις ταῖς σαῖς, πάντας ἡμᾶς ἁρπάζων χειρός, δουλείας τοῦ πονηροῦ, ὡς οἰκτίρμων.",black,,
5496,Καταβασία,,red,,
5497,,"«Κατῆλθες ἐν τοῖς κατωτάτοις τῆς γῆς, καὶ συνέτριψας μοχλοὺς αἰωνίους, κατόχους πεπεδημένων Χριστέ, καὶ τριήμερος, ὡς ἐκ κήτους Ἰωνᾶς, ἐξανέστης τοῦ τάφου».",black,,
5498,Κοντάκιον,,red,,
5499,Ἦχος γ',,red,,
5500,Ἡ Παρθένος σήμερον,,red,,
5501,,"Τὴν ψυχήν μου Κύριε, ἐν ἁμαρτίαις παντοίαις, καὶ ἀτόποις πράξεσι, δεινῶς παραλελυμένην, ἔγειρον τῇ θεϊκῇ σου ἐπιστασίᾳ, ὥσπερ καὶ τὸν Παράλυτον, ἤγειρας πάλαι, ἵνα κράζω σεσωσμένος·",black,,
5502,Ὁ Οἶκος,,red,,
5503,,"Ὁ χειρί σου δρακὶ περικρατῶν τὰ πέρατα, Ἰησοῦ ὁ Θεός, ὁ τῷ Πατρὶ συνάναρχος, καὶ Πνεύματι ἁγίῳ συνδεσπόζων ἁπάντων, σαρκὶ ἐφάνης, νόσους ἰώμενος, καὶ πάθη ἀπήλασας, τυφλοὺς ἐφώτισας, καὶ τὸν Παράλυτον λόγῳ θεϊκῷ σὺ ἐξανέστησας, περιπατεῖν ἀθρόως προστάξας, καὶ τὴν βαστάσασαν αὐτὸν κλίνην ἐπὶ τῶν ὤμων ἆραι· ὅθεν πάντες σὺν τούτῳ ἀνυμνοῦμεν καὶ ἐκβοῶμεν·",black,,
5504,ΣΥΝΑΞΑΡΙΟΝ,,red,,
5505,,"Τῇ αὐτῇ ἡμέρᾳ, Κυριακῇ τετάρτῃ ἀπὸ τοῦ Πάσχα, τοῦ Παραλύτου μνείαν ποιούμεθα, καὶ ὡς εἰκὸς τὸ τοιοῦτον ἑορτάζομεν θαῦμα.",black,,
5506,Στίχοι,,red,,
5507,,Τὸ ῥῆμα Χριστοῦ σφίγμα τῷ παρειμένῳ.,black,,
5508,,Οὕτως ἴαμα τοῦτο ῥῆμα καὶ μόνον.,black,,
5509,"Κανών α', ᾨδὴ ζ', τοῦ Πάσχα",,red,,
5510,Ἦχος α',,red,,
5511,Ὁ Εἱρμὸς,,red,,
5512,,"«Ὁ Παῖδας ἐκ καμίνου ῥυσάμενος, γενόμενος ἄνθρωπος, πάσχει ὡς θνητός, καὶ διὰ Πάθους τὸ θνητόν, ἀφθαρσίας ἐνδύει εὐπρέπειαν, ὁ μόνος εὐλογητὸς τῶν Πατέρων, Θεὸς καὶ ὑπερένδοξος».",black,,
5513,,"Γυναῖκες μετὰ μύρων θεόφρονες, ὀπίσω σου ἔδραμον, ὃν δὲ ὡς θνητόν, μετὰ δακρύων ἐζήτουν, προσεκύνησαν χαίρουσαι ζῶντα Θεόν, καὶ Πάσχα τὸ μυστικὸν σοῖς Χριστὲ Μαθηταῖς εὐηγγελίσαντο.",black,,
5514,,"Θανάτου ἑορτάζομεν νέκρωσιν, ᾍδου τὴν καθαίρεσιν, ἄλλης βιοτῆς, τῆς αἰωνίου ἀπαρχήν, καὶ σκιρτῶντες ὑμνοῦμεν τὸν αἴτιον, τὸν μόνον εὐλογητὸν τῶν Πατέρων, Θεὸν καὶ ὑπερένδοξον.",black,,
5515,,"Ὡς ὄντως ἱερὰ καὶ πανέορτος, αὕτη ἡ σωτήριος, νὺξ καὶ φωταυγής, τῆς λαμπροφόρου ἡμέρας, τῆς Ἐγέρσεως οὖσα προάγγελος, ἐν ᾗ τὸ ἄχρονον φῶς, ἐκ τάφου σωματικῶς πᾶσιν ἐπέλαμψεν.",black,,
5516,"Κανών β', ᾨδὴ ζ', τῆς Θεοτόκου",,red,,
5517,Ἦχος α',,red,,
5518,Ὁ Παῖδας ἐκ καμίνου ῥυσάμενος,,red,,
5519,,"Νεκρώσας ὁ Υἱός σου τὸν θάνατον, Πανάμωμε σήμερον, πᾶσι τοῖς θνητοῖς, τὴν διαμενουσαν ζωήν, εἰς αἰῶνας αἰώνων δεδώρηται, ὁ μόνος εὐλογητὸς τῶν πατέρων, Θεὸς καὶ ὑπερένδοξος.",black,,
5520,,"Ὁ πάσης βασιλεύων τῆς κτίσεως, γενόμενος ἄνθρωπος, ᾤκησε τὴν σήν, θεοχαρίτωτε νηδύν, καὶ σταυρὸν ὑπομείνας καὶ θάνατον, ἀνέστη θεοπρεπῶς, συνεγείρας ἡμᾶς, ὡς παντοδύναμος.",black,,
5521,"Κανών γ', ᾨδὴ ζ', τοῦ Παραλύτου",,red,,
5522,Ἦχος γ',,red,,
5523,Ὁ Εἱρμὸς,,red,,
5524,,"«Ὁ τὴν φλόγα δροσίσας τῆς καμίνου, καὶ τοὺς παῖδας ἀφλέκτους διασώσας, εὐλογητὸς εἶ εἰς τοὺς αἰῶνας Κύριε, ὁ Θεὸς τῶν Πατέρων ἡμῶν».",black,,
5525,,"Ἁπλωθέντα σε ξύλῳ ὡς ἑώρα, φῶς συνέστειλεν ἥλιος μὴ σθένων, τῷ κόσμῳ φαίνειν, σοῦ ἑκουσίως δύναντος Παμβασιλεῦ, εἰς φαῦσιν πάντων ἐθνῶν.",black,,
5526,,"Ἐξανέστης κενώσας τὰ μνημεῖα, καὶ σκυλεύσας τὸν ᾍδην δυναστείᾳ παντοδυνάμῳ· διὸ ὑμνοῦμεν τὴν σεπτήν σου Χριστὲ καὶ θείαν Ἔγερσιν.",black,,
5527,,"Ὡς νεκρὸν τί τὸν ζῶντα ἐκζητεῖτε; ἐξηγέρθη, οὐκ ἔστιν ἐν τῷ τάφῳ, ταῖς Μυροφόροις ἐβόα πάλαι, ἐξαστράπτων μορφῇ ὁ θεῖος Ἄγγελος.",black,,
5528,,"Κατακείμενον χρόνοις ἐπὶ πλείστοις, τὸν Παράλυτον λόγῳ ὑγιώσας, ἐβόας· Ἆρον τὸν κράββατόν σου, καὶ πορεύου ὑμνῶν τὰ μεγαλεῖα τοῦ Θεοῦ.",black,,
5529,,"Μιχαὴλ Ἀρχιστράτηγε Κυρίου, τοὺς πιστῶς ἐν τῷ θείῳ σου τεμένει, ἀθροιζομένους Θεοῦ εἰς αἶνον. Ὁδήγει, σκέπε, ἐκ παντοίων κακῶν τῇ μεσιτείᾳ σου.",black,,
5530,,Δόξα...,black,,
5531,,"Ὦ Τριάς, τοὺς πίστει σε ὑμνοῦντας, ὡς Θεὸν τῶν ἁπάντων καὶ Δεσπότην ἀπὸ παντοίων κινδύνων σῷζε, καὶ τῶν σῶν ἀγαθῶν μετόχους ποίησον.",black,,
5532,,Καὶ νῦν ...,black,,
5533,Θεοτοκίον,,red,,
5534,,"Παρθενεύεις τεκοῦσα ὑπὲρ λόγον, τὸν πρὸ πάντων αἰώνων γεννηθέντα, ἐκ τοῦ ἀνάρχου Πατρὸς ἀρρεύστως· διὰ τοῦτο Ἁγνή σε μακαρίζομεν.",black,,
5535,Καταβασία,,red,,
5536,,"«Ὁ Παῖδας ἐκ καμίνου ῥυσάμενος, γενόμενος ἄνθρωπος, πάσχει ὡς θνητός, καὶ διὰ πάθους τὸ θνητόν, ἀφθαρσίας ἐνδύει εὐπρέπειαν· ὁ μόνος εὐλογητὸς τῶν Πατέρων, Θεὸς καὶ ὑπερένδοξος».",black,,
5537,"Κανών α', ᾨδὴ η', τοῦ Πάσχα",,red,,
5538,Ἦχος α',,red,,
5539,Ὁ Εἱρμὸς,,red,,
5540,,"«Αὕτη ἡ κλητὴ καὶ ἁγία ἡμέρα, ἡ μία τῶν Σαββάτων, ἡ βασιλὶς καὶ κυρία, ἑορτῶν ἑορτή, καὶ πανήγυρις ἐστὶ πανηγύρεων, ἐν ᾗ εὐλογοῦμεν, Χριστὸν εἰς τοὺς αἰῶνας».",black,,
5541,,"Δεῦτε τοῦ καινοῦ τῆς ἀμπέλου γεννήματος τῆς θείας εὐφροσύνης, ἐν τῇ εὐσήμῳ ἡμέρᾳ τῆς ἐγέρσεως, βασιλείας τε Χριστοῦ κοινωνήσωμεν, ὑμνοῦντες αὐτόν, ὡς Θεόν εἰς τοὺς αἰῶνας.",black,,
5542,,"Ἆρον κύκλῳ τοὺς ὀφθαλμούς σου Σιὼν καὶ ἴδε· ἰδοὺ γὰρ ἥκασί σοι, θεοφεγγεῖς ὡς φωστῆρες, ἐκ δυσμῶν καὶ βορρᾶ, καὶ θαλάσσης, καὶ ἑῴας τᾶ τέκνα σου ἐν σοὶ εὐλογοῦντα, Χριστὸν εἰς τοὺς αἰῶνας.",black,,
5543,,"Πάτερ παντοκράτορ, καὶ Λόγε, καὶ Πνεῦμα, τρισὶν ἑνιζομένη, ἐν ὑποστάσεσι φύσις, ὑπερούσιε καὶ ὑπέρθεε εἰς σὲ βεβαπτίσμεθα, καὶ σὲ εὐλογοῦμεν, εἰς πάντας τοὺς αἰῶνας.",black,,
5544,"Κανών β', ᾨδὴ η', τῆς Θεοτόκου",,red,,
5545,Ἦχος α',,red,,
5546,Αὕτη ἡ κλητὴ καὶ ἁγία ἡμέρα,,red,,
5547,,"Ἦλθε διὰ σοῦ εἰς τὸν κόσμον ὁ κτίστης, Παρθένε Θεοτόκε, καὶ τὴν γαστέρα τοῦ ᾍδου διαρρήξας θνητοῖς, τὴν Ἀνάστασιν ἡμῖν ἐδωρήσατο· διὸ εὐλογοῦμεν αὐτόν εἰς τοὺς αἰῶνας.",black,,
5548,,"Ὅλον καθελὼν τοῦ θανάτου τὸ κράτος, ὁ Υἱός σου Παρθένε, ἐν τῇ αὐτοῦ Ἀναστάσει, ὡς Θεὸς κραταιός, συνανύψωσεν ἡμᾶς, καὶ ἐθέωσε· διὸ ἀνυμνοῦμεν αὐτὸν εἰς τοὺς αἰῶνας.",black,,
5549,"Κανών γ', ᾨδὴ η', τοῦ Παραλύτου",,red,,
5550,Ἦχος γ',,red,,
5551,Ὁ Εἱρμὸς,,red,,
5552,,"«Τὸν ὑπ' Ἀγγέλων ἀσιγήτως ἐν ὑψίστοις δοξαζόμενον Θεόν, οἱ οὐρανοὶ τῶν οὐρανῶν, γῆ καὶ ὄρη καὶ βουνοί, βυθὸς καὶ πᾶν γένος ἀνθρώπων, ὕμνοις αὐτὸν ὡς κτίστην καὶ λυτρωτὴν εὐλογεῖτε».",black,,
5553,,"Τὸ καταπέτασμα ἐσχίσθη, σταυρωθέντος σου ὁ Σωτὴρ ἡμῶν, καὶ ἀπεδίδου τοὺς νεκρούς, οὓς κατέπιεν ὁ θάνατος, καὶ ᾍδης ἐγυμνοῦτο, σὲ καθορῶν ἐν κατωτάτοις τῆς γῆς γεγονότα.",black,,
5554,,"Ποῦ σου τὸ κέντρον ἐστὶ θάνατε; ποῦ σου ᾍδη νῦν τὸ νῖκος; τῷ ἀναστάντι Βασιλεῖ ἐνεκρώθης καὶ ἀπόλωλας, οὐκ ἔτι βασιλεύεις· ὁ κραταιὸς ἀφείλετο γὰρ οὕς εἶχες δεσμίους.",black,,
5555,,"Δράμετε τάχος ἀπαγγείλατε, Ἀποστόλοις τὴν ἀνάστασιν, ταῖς μυροφόροις, ὁ φανεὶς νεανίας ἀπεφθέγγετο· Ἀνέστη ὁ Δεσπότης, καὶ σὺν αὐτῷ, οἱ ἀπ' αἰῶνος νεκροὶ παραδόξως.",black,,
5556,,"Ἔτεσι πλείστοις κατακείμενος ὁ Παράλυτος, ἐκραύγαζεν· Ἐλέησόν με λυτρωτὰ ἀπορίᾳ συνεχόμενον, ὁ δὲ προστάττει τούτῳ ἆραι σπουδῇ τὸν κράββατον, καὶ ὀρθῶς βηματίζειν.",black,,
5557,,"Ὡς τῶν ἀΰλων προηγούμενος, Ἀρχιστράτηγε Δυνάμεων, σὺν ταύταις αἴτησαι ἡμῖν τῶν πταισμάτων ἀπολύτρωσιν, διόρθωσίν τε βίου, καὶ τῶν ἐκεῖ ἀπόλαυσιν ἀγαθῶν αἰωνίων.",black,,
5558,,Δόξα...,black,,
5559,,"Ἄκτιστον, ἄτμητον οὐσίαν, τρισυπόστατον Θεότητα, Πατέρα ἄναρχον Θεόν, καὶ Υἱὸν καὶ Πνεῦμα ἅγιον, ὑμνήσωμεν συμφώνως, τῶν Σεραφὶμ κραυγάζοντες τὴν φρικτήν μελῳδίαν.",black,,
5560,,Καὶ νῦν ...,black,,
5561,Θεοτοκίον,,red,,
5562,,"Τόμον σε πάλαι ἐθεάσατο, Ἡσαΐας Ἀειπάρθενε, ἐν ᾧ δακτύλῳ τοῦ Πατρός, Λόγος ἄχρονος ἐγέγραπτο, ἐκ πάσης ἀλογίας σῴζων ἡμᾶς, τοὺς λόγοις σε ἱεροῖς ἀνυμνοῦντας.",black,,
5563,Καταβασία,,red,,
5564,,"«Αὕτη ἡ κλητὴ καὶ ἁγία ἡμέρα, ἡ μία τῶν Σαββάτων, ἡ βασιλὶς καὶ κυρία, ἑορτῶν ἑορτή, καὶ πανήγυρις ἐστὶ πανηγύρεων, ἐν ᾗ εὐλογοῦμεν, Χριστὸν εἰς τοὺς αἰῶνας».",black,,
5565,"Κανών α', ᾨδὴ θ', τοῦ Πάσχα",,red,,
5566,Ἦχος α',,red,,
5567,Ὁ Εἱρμὸς,,red,,
5568,,"Φωτίζου, φωτίζου ἡ νέα Ἱερουσαλήμ· ἡ γὰρ δόξα Κυρίου ἐπὶ σὲ ἀνέτειλε. Χόρευε νῦν, καὶ ἀγάλλου Σιών· σὺ δὲ ἁγνή, τέρπου, Θεοτόκε, ἐν τῇ ἐγέρσει τοῦ τόκου σου.",black,,
5569,,"Φωτίζου, φωτίζου ἡ νέα Ἱερουσαλήμ· ἡ γὰρ δόξα Κυρίου ἐπὶ σὲ ἀνέτειλε. Χόρευε νῦν, καὶ ἀγάλλου Σιών· σὺ δὲ ἁγνή, τέρπου, Θεοτόκε, ἐν τῇ ἐγέρσει τοῦ τόκου σου.",black,,
5570,,"῍Ω θείας! ὢ φίλης! ὢ γλυκυτάτης σου φωνῆς! μεθ' ἡμῶν ἀψευδῶς γάρ, ἐπηγγείλω, ἔσεσθαι, μέχρι τερμάτων αἰῶνος Χριστέ· ἣν οἱ πιστοί, ἄγκυραν ἐλπίδος, κατέχοντες ἀγαλλόμεθα.",black,,
5571,,"῍Ω Πάσχα τὸ μέγα, καὶ ἱερώτατον Χριστέ· ὤ σοφία καὶ Λόγε, τοῦ Θεοῦ καὶ δύναμις· δίδου ἡμῖν ἐκτυπώτερον, σοῦ μετασχεῖν, ἐν τῇ ἀνεσπέρῳ, ἡμέρᾳ τῆς βασιλείας σου.",black,,
5572,"Κανών β', ᾨδὴ θ', τῆς Θεοτόκου",,red,,
5573,,Δόξα...,black,,
5574,,"Συμφώνως Παρθένε, σὲ μακαρίζομεν πιστοί· Χαῖρε πύλη Κυρίου· χαῖρε πόλις ἔμψυχε· χαῖρε, δι' ἧς ἡμῖν ἔλαμψε, σήμερον φῶς τοῦ ἐκ σοῦ τεχθέντος, τῆς ἐκ νεκρῶν ἀναστάσεως.",black,,
5575,,Καὶ νῦν...,black,,
5576,,"Εὐφραίνου, ἀγάλλου, ἡ θεία πύλη τοῦ φωτός· ὁ γὰρ δύνας ἐν τάφῳ, Ἰησοῦς ἀνέτειλε, λάμψας ἡλίου φαιδρότερον, καὶ τοὺς πιστοὺς πάντας καταυγάσας, θεοχαρίτωτε Δέσποινα.",black,,
5577,"Κανών γ', ᾨδὴ θ', τοῦ Παραλύτου",,red,,
5578,Ἦχος γ',,red,,
5579,Ὁ Εἱρμὸς,,red,,
5580,,"Ἐν Σιναίῳ τῷ ὄρει κατεῖδέ σε, ἐν τῇ βάτῳ Μωϋσῆς, τὴν ἀφλέκτως τὸ πῦρ τῆς Θεότητος, δεξαμένην ἐν γαστρί, Δανιὴλ δέ σε εἶδεν, ὄρος ἀλατόμητον, ῥάβδον βλαστήσασαν, Ἡσαΐας κέκραγε, τὴν ἐκ ῥίζης Δαυΐδ.",black,,
5581,,"Ἰησοῦ ἐπὶ ξύλου ὑψούμενος, συνανύψωσας ἡμᾶς, καὶ τεθεὶς ἑκουσίως ἐν μνήματι, ἐκ μνημάτων τοὺς νεκρούς, ἐξανέστησας πάντας, ὑμνοῦντας τὸ κράτος σου τὸ ἀκατάληπτον, καὶ τὴν δυναστείαν τὴν σὴν τὴν ἀήττητον.",black,,
5582,,"Ὡραιότατος τάφου ἀνέτειλας, ὡς νυμφίος ἐκ παστοῦ, ὡραιότατε Λόγε, καὶ ἔλυσας τὸ τοῦ ᾍδου ἀμειδές, καὶ δεσμώτας ἐξῆρας, συμφώνως κραυγάζοντας· Δόξα τῇ δόξῃ σου, δόξα Ἰησοῦ ὁ Θεὸς τῇ Ἐγέρσει σου.",black,,
5583,,"Στεναγμούς τε καὶ δάκρυα φέρουσαι, μετὰ μύρων ἐν σπουδῇ, τὸ πανάγιον μνῆμα κατέλαβον αἱ γυναῖκες, καὶ Χριστοῦ ἐδιδάσκοντο πίστει τὴν ἔνδοξον Ἔγερσιν, ἥν ἑορτάζομεν, ἐν ἀγαλλιάσει ψυχῆς εὐφραινόμενοι.",black,,
5584,,"Ἠκολούθει ἡ ῥῶσις τοῦ σώματος, τῇ προστάξει σου Χριστέ, καὶ ὡρᾶτο ὁ πρῴην Παράλυτος, διερχόμενος σπουδῇ, καὶ τὸν κράββατον φέρων ἐφ' ὃν κατεκλίνετο, ἔτεσι πλείοσιν, ἀνυμνολογῶν τὴν πολλὴν δυναστείαν σου.",black,,
5585,,"Φωτισμὸν ἡμῖν αἴτησαι μέγιστε, Ἀρχιστράτηγε, ἀεὶ τῷ μεγάλῳ φωτὶ παριστάμενος, καὶ εἰρήνευσον ἡμῶν, τὴν ζωὴν ἐπηρείαις, πάντοτε τοῦ ὄφεως, καὶ περιστάσεσι, βίου δονουμένην ἀεὶ ἀξιάγαστε.",black,,
5586,,Δόξα...,black,,
5587,,"Φῶς καὶ φῶτα ζωήν τε δοξάζω σε, καὶ ζωὰς πανευσεβῶς, Πάτερ Λόγε, καὶ Πνεῦμα τὸ ἅγιον, τρισυπόστατε μονάς, ἀδιαίρετον κράτος, Θεότης ἀσύγχυτε, Ἅγιος, Ἅγιος, Ἅγιος, βοῶν, σὺν ταῖς ἄνω δυνάμεσι.",black,,
5588,,Καὶ νῦν ...,black,,
5589,Θεοτοκίον,,red,,
5590,,"Φωτοφόρου προῆλθε νηδύος σου, μέγας Ἥλιος Χριστός, καὶ τὸν κόσμον ἐφώτισεν ἄχραντε, ἐπιλάμψεσι φαιδραῖς, καὶ τὸ σκότος ἐξῆρε, τὸ τῆς παραβάσεως· ὅθεν ὑμνοῦμέν σε, πάντων ὡς αἰτίαν καλῶν Θεονύμφευτε.",black,,
5591,Καταβασία,,red,,
5592,,"Συμφώνως Παρθένε, σὲ μακαρίζομεν πιστοί· Χαῖρε πύλη Κυρίου· χαῖρε πόλις ἔμψυχε· χαῖρε, δι' ἧς ἡμῖν ἔλαμψε, σήμερον φῶς τοῦ ἐκ σοῦ τεχθέντος, τῆς ἐκ νεκρῶν ἀναστάσεως.",black,,
5593,Ἐξαποστειλάριον τοῦ Πάσχα,,red,,
5594,Ἦχος β',,red,,
